dtc_molregno,chembl_id,compound_name,standard_inchi_key,bioactivities
DTCC00412997,CHEMBL198338,,YTQVYBWYASCOSU-UHFFFAOYSA-N,5
DTCC00412998,CHEMBL203030,,WDMPGMACHIQWFR-UHFFFAOYSA-N,5
DTCC00412999,CHEMBL201791,,GDABKDVNVSXWPP-UHFFFAOYSA-N,5
DTCC00413003,CHEMBL201493,,ZVKQGJZAIYNFMS-UHFFFAOYSA-N,5
DTCC00413004,CHEMBL381540,,JAOIGADLYQLIKJ-UHFFFAOYSA-N,5
DTCC00413005,CHEMBL203359,,MNZDYPXDENLDQX-UHFFFAOYSA-N,5
DTCC00413006,CHEMBL425395,,JTHKBXNYHRMGKJ-UHFFFAOYSA-N,5
DTCC00413007,CHEMBL438071,,QCDBBBRLYUQFIK-UHFFFAOYSA-N,5
DTCC00413014,CHEMBL201145,,FQGGIJIQRRXFOZ-UHFFFAOYSA-N,5
DTCC00413303,CHEMBL201585,,CZSIWCHSTUKTMN-UHFFFAOYSA-N,5
DTCC00413019,CHEMBL202358,,OYEIVOSTIBNOSC-UHFFFAOYSA-N,5
DTCC00413020,CHEMBL202359,,LWWOHEAOPXQSLD-UHFFFAOYSA-N,5
DTCC00413022,CHEMBL199326,,CEBZSDJFTQSKNB-UHFFFAOYSA-N,5
DTCC00413023,CHEMBL199327,,DPZXZYXYORFFKR-UHFFFAOYSA-N,5
DTCC00413024,CHEMBL199834,,XMBROSDRBABBEI-UHFFFAOYSA-N,5
DTCC00413025,CHEMBL199884,,AVEYDODSONUKCQ-UHFFFAOYSA-N,5
DTCC00413026,CHEMBL199485,,YRDFTGHYBMXMJX-UHFFFAOYSA-N,5
DTCC00413030,CHEMBL199898,,PGWPQGPURQYVJW-UHFFFAOYSA-N,5
DTCC00413034,CHEMBL381214,,VCPSPVGCIBZGCA-UHFFFAOYSA-N,5
DTCC00413040,CHEMBL200967,,PYVWMBHGWIEVTH-UHFFFAOYSA-N,5
DTCC00413280,CHEMBL201323,,YFBNYRAFLFBXLP-UHFFFAOYSA-N,5
DTCC00413279,CHEMBL203305,,WPGDHSTZOBGPJX-UHFFFAOYSA-N,5
DTCC00413247,CHEMBL199862,,ZYSZYFXFIMNBOF-UHFFFAOYSA-N,5
DTCC00413231,CHEMBL199330,,GNYYZGRRHHJSGU-UHFFFAOYSA-N,5
DTCC00413225,CHEMBL199280,,APNRVHUJZHKTDY-UHFFFAOYSA-N,5
DTCC00413206,CHEMBL202876,,BXVGJROAEXMGOL-UHFFFAOYSA-N,5
DTCC00413205,CHEMBL202828,,SGLDYCXUSGHLPC-UHFFFAOYSA-N,5
DTCC00596664,CHEMBL1741,CLARITHROMYCIN,AGOYDEPGAOXOCK-KCBOHYOISA-N,5
DTCC00413199,CHEMBL201796,,PCVZFCWEKBFCAJ-UHFFFAOYSA-N,5
DTCC00413192,CHEMBL382663,,HFTMWCCNCRFCQF-UHFFFAOYSA-N,5
DTCC00413049,CHEMBL201293,,ZEHWFMJMZOZIAM-UHFFFAOYSA-N,5
DTCC00413166,CHEMBL203037,,ZJIWYSVNLCZXDJ-UHFFFAOYSA-N,5
DTCC00413052,CHEMBL201580,,FIBYJINJXUYRHV-UHFFFAOYSA-N,5
DTCC00413060,CHEMBL201006,,LZLIREWDYDIPNK-UHFFFAOYSA-N,5
DTCC00413061,CHEMBL382234,,VPARIMNKTUNOJB-UHFFFAOYSA-N,5
DTCC00413147,CHEMBL197605,,OCWSAIKHMSCRFH-UHFFFAOYSA-N,5
DTCC00413146,CHEMBL199826,,JCXBQIPCLFPVEW-UHFFFAOYSA-N,5
DTCC00413138,CHEMBL199688,,NHACOWFQPMVIBG-UHFFFAOYSA-N,5
DTCC00413129,CHEMBL200105,,LHMQNWPJSIWFLP-UHFFFAOYSA-N,5
DTCC00413121,CHEMBL199354,,HKTMAHFYXSEAQB-UHFFFAOYSA-N,5
DTCC00413120,CHEMBL199353,,YZADYLANTDJQCH-UHFFFAOYSA-N,5
DTCC00413063,CHEMBL201243,,QMURZXBHECCACD-UHFFFAOYSA-N,5
DTCC00413064,CHEMBL426660,,QDVXPLSCDFEVDT-UHFFFAOYSA-N,5
DTCC00413067,CHEMBL378815,,MGZKFAUYVPPYJO-UHFFFAOYSA-N,5
DTCC00413068,CHEMBL203196,,TUBWSDBFGOLBIV-UHFFFAOYSA-N,5
DTCC00413072,CHEMBL201745,,BKFQUXHRSKOHQG-UHFFFAOYSA-N,5
DTCC00413079,CHEMBL201239,,OHWWIWAQNOEJKA-UHFFFAOYSA-N,5
DTCC00413106,CHEMBL201595,,CCJMWBUVFYXMOJ-UHFFFAOYSA-N,5
DTCC00413105,CHEMBL201594,,GPFAWXMAIJMLRE-UHFFFAOYSA-N,5
DTCC00413098,CHEMBL201028,,JWIJBCSHXRVNLA-UHFFFAOYSA-N,5
DTCC00299137,CHEMBL169,URSOLIC ACID,WCGUUGGRBIKTOS-GPOJBZKASA-N,4
DTCC00142899,CHEMBL103,PROGESTERONE,RJKFOVLPORLFTN-LEKSSAKUSA-N,4
DTCC00610713,CHEMBL596059,,HPJSNEQIUZAEBL-UHFFFAOYSA-N,4
DTCC01405404,CHEMBL3039264,3-DEOXO-3BETA-ACETOXYDEOXYDIHYDROGEDUNIN,HNFPPWVGLWDXQQ-JXSKQKFNSA-N,4
DTCC00522809,CHEMBL464958,BETA-DIHYDROGEDUNOL,IVHWWYNBMIROCV-LMTLKJQUSA-N,4
DTCC01405339,CHEMBL3039082,"1,3-DIDEACETYLDEOXYKHIVORIN",UWNQSONNONTGTF-LTZHBOCPSA-N,4
DTCC00630682,CHEMBL1077120,SALINOMYCIN SODIUM,YPZYGIQXBGHDBH-UZHRAPRISA-M,4
DTCC00274104,CHEMBL1136,TELITHROMYCIN,LJVAJPDWBABPEJ-PNUFFHFMSA-N,4
DTCC00621145,CHEMBL601891,11-OXOURSOLIC ACID ACETATE,XDHCWTUZCOFKRH-CIKBGXLUSA-N,4
DTCC01738591,CHEMBL672,FENOFIBRATE,YMTINGFKWWXKFG-UHFFFAOYSA-N,4
DTCC01738938,CHEMBL273807,MRS-1754,AJBBEYXFRYFVNM-UHFFFAOYSA-N,4
DTCC00413379,CHEMBL199664,,JMIICIZEKBOKPD-UHFFFAOYSA-N,4
DTCC00412920,CHEMBL380901,,JUHUTNWCKIRBFC-UHFFFAOYSA-N,4
DTCC00147586,CHEMBL275427,,YDLQRGLBZOEJGX-UHFFFAOYSA-N,4
DTCC00413041,CHEMBL199999,,MZENJXQJSAYEJW-UHFFFAOYSA-N,4
DTCC00518265,CHEMBL473556,,CCIYHYFLYIQCJR-UHFFFAOYSA-N,4
DTCC00147715,CHEMBL16677,,PMGIEKWQRPFFJL-UHFFFAOYSA-N,4
DTCC00596664,CHEMBL1741,CLARITHROMYCIN,AGOYDEPGAOXOCK-KCBOHYOISA-N,4
DTCC00147815,CHEMBL278039,,PSKLSICGXZNEBV-UHFFFAOYSA-N,4
DTCC00147818,CHEMBL17003,,GNWZTRBDJOQWCR-UHFFFAOYSA-N,4
DTCC00428375,CHEMBL211501,ANTIMYCIN A,UIFFUZWRFRDZJC-SBOOETFBSA-N,4
DTCC00134705,CHEMBL457,GEMFIBROZIL,HEMJJKBWTPKOJG-UHFFFAOYSA-N,4
DTCC00103762,CHEMBL275605,,BZAIRJUILWPFJR-UHFFFAOYSA-N,4
DTCC01738574,CHEMBL118,CELECOXIB,RZEKVGVHFLEQIL-UHFFFAOYSA-N,4
DTCC00413267,CHEMBL198191,,JBGOGLZYEKBTKL-UHFFFAOYSA-N,4
DTCC00413203,CHEMBL201548,,URLGGUHGSLQDEV-UHFFFAOYSA-N,4
DTCC00413286,CHEMBL201108,,BEENGFUSXOBQDU-UHFFFAOYSA-N,4
DTCC01738585,CHEMBL1083385,CLOPIDOGREL BISULFATE,FDEODCTUSIWGLK-RSAXXLAASA-N,4
DTCC00413287,CHEMBL201109,,NFOVCXLUZTXJAO-UHFFFAOYSA-N,4
DTCC01432973,CHEMBL3138694,,UIUKQADPLSFRBN-XSYLZSBGSA-N,4
DTCC00413387,CHEMBL200012,,CEFLYJWUMXCSCC-UHFFFAOYSA-N,4
DTCC00413360,CHEMBL198345,,XWQUKWVNGUKKSR-UHFFFAOYSA-N,4
DTCC00413035,CHEMBL200052,,MARLKFVRUBBKPD-UHFFFAOYSA-N,4
DTCC00700323,CHEMBL1255589,LORGLUMIDE SODIUM,JCNPYMDDOUQTBK-UHFFFAOYSA-M,4
DTCC00413293,CHEMBL382413,,QINAZTQESHGPEW-UHFFFAOYSA-N,4
DTCC00413194,CHEMBL201133,,SVGAUYCXJABJTB-UHFFFAOYSA-N,4
DTCC01089561,CHEMBL1789941,RUXOLITINIB,HFNKQEVNSGCOJV-OAHLLOKOSA-N,4
DTCC00413027,CHEMBL199486,,MIUFQVYUQXLGKH-UHFFFAOYSA-N,4
DTCC01432923,CHEMBL3138642,,QFRUZVNPYYYLAN-MHNZRQJESA-N,4
DTCC00413021,CHEMBL198403,,CKXVMLWCOQJXAZ-UHFFFAOYSA-N,4
DTCC00413193,CHEMBL201523,,STQDLIIMMNSUOO-UHFFFAOYSA-N,4
DTCC00312724,CHEMBL132530,FORMESTANE,OSVMTWJCGUFAOD-KZQROQTASA-N,4
DTCC00412968,CHEMBL439868,,XGWSSATXJAYXNU-UHFFFAOYSA-N,4
DTCC00413420,CHEMBL201650,,XJNVMLHWNUVXEY-UHFFFAOYSA-N,4
DTCC00413361,CHEMBL199697,,PMNVTYJKRYGRPH-UHFFFAOYSA-N,4
DTCC00610826,CHEMBL593293,,YJLOLSDWRBWJAG-UHFFFAOYSA-N,4
DTCC00175006,CHEMBL806,FLUTAMIDE,MKXKFYHWDHIYRV-UHFFFAOYSA-N,4
DTCC00699509,CHEMBL1255855,OLIGOMYCIN,MNULEGDCPYONBU-AWJDAWNUSA-N,4
DTCC00607566,CHEMBL1751,DIGOXIN,LTMHDMANZUZIPE-PUGKRICDSA-N,4
DTCC00412942,CHEMBL200011,,VZHJMDCXOPDMTI-UHFFFAOYSA-N,4
DTCC00413378,CHEMBL198243,,BOAKPHNCXBGLGI-UHFFFAOYSA-N,4
DTCC00412993,CHEMBL202980,,LCXDBQPDWJISMA-UHFFFAOYSA-N,4
DTCC00413151,CHEMBL203043,,RHXRPAQOUNYAHJ-UHFFFAOYSA-N,4
DTCC00413288,CHEMBL380609,,HHDHLJDXAFREMC-UHFFFAOYSA-N,3
DTCC00413033,CHEMBL372152,,XDVLVULKULXBBZ-UHFFFAOYSA-N,3
DTCC00413032,CHEMBL199998,,HJMDUCMXXXLUEK-UHFFFAOYSA-N,3
DTCC00413296,CHEMBL201225,,RPUFLZDNVDPHEC-UHFFFAOYSA-N,3
DTCC00413017,CHEMBL380708,,YUJFKZKCWUPRAB-UHFFFAOYSA-N,3
DTCC00413016,CHEMBL201859,,AUMIAEOOLIRGJT-UHFFFAOYSA-N,3
DTCC00413013,CHEMBL381988,,FRVHTPQHKYZSHB-UHFFFAOYSA-N,3
DTCC00413012,CHEMBL202869,,NUDOEMNCOQTQHQ-UHFFFAOYSA-N,3
DTCC00413011,CHEMBL202823,,ATAVPBVCESICME-UHFFFAOYSA-N,3
DTCC00413010,CHEMBL201540,,KGPICPIDHRCEQG-UHFFFAOYSA-N,3
DTCC00413002,CHEMBL198397,,LXUPCMCTKPKZDR-UHFFFAOYSA-N,3
DTCC00413001,CHEMBL198396,,PQTPHEYVADQTBS-UHFFFAOYSA-N,3
DTCC00413000,CHEMBL201792,,STGTTYAHEHFQEG-UHFFFAOYSA-N,3
DTCC00412995,CHEMBL438626,,LYNSXCLZROKFRV-UHFFFAOYSA-N,3
DTCC00268912,CHEMBL101253,VATALANIB,YCOYDOIWSSHVCK-UHFFFAOYSA-N,3
DTCC00412991,CHEMBL203424,,ASTMNXJEZUYDPX-UHFFFAOYSA-N,3
DTCC00698382,CHEMBL1254114,,FYXLHXKTNFICLL-QFIPXVFZSA-N,3
DTCC00412990,CHEMBL383840,,DDTLNQGHQXZUCC-UHFFFAOYSA-N,3
DTCC00412989,CHEMBL425755,,FEASOMLRMPUFEP-UHFFFAOYSA-N,3
DTCC00413311,CHEMBL381749,,PESYZRPTBVLILA-UHFFFAOYSA-N,3
DTCC00413312,CHEMBL201611,,AHSGEPOFFJWAOX-UHFFFAOYSA-N,3
DTCC00413317,CHEMBL372817,,DTGLVLLFVQWADQ-UHFFFAOYSA-N,3
DTCC00413318,CHEMBL201764,,QCJFTROSZPQTFV-AAGJUOAQSA-N,3
DTCC00413342,CHEMBL199462,,MBZGASOFCVICPG-UHFFFAOYSA-N,3
DTCC00413278,CHEMBL438253,,MWUVXEIKWYLKQE-UHFFFAOYSA-N,3
DTCC00413277,CHEMBL201596,,YFGLFIYOXPEUAC-UHFFFAOYSA-N,3
DTCC00412982,CHEMBL201320,,HDEMRKYSGHTAIV-UHFFFAOYSA-N,3
DTCC00412972,CHEMBL201116,,RHKXHPRHSRLZBV-UHFFFAOYSA-N,3
DTCC00413343,CHEMBL372786,,BMLSEHVFDRWCKD-UHFFFAOYSA-N,3
DTCC00413273,CHEMBL439339,,KUPUXNBYFOMZBB-UHFFFAOYSA-N,3
DTCC00412954,CHEMBL201502,,AOZWSASISZECAS-UHFFFAOYSA-N,3
DTCC00412953,CHEMBL265541,,NWSKUMVPHRAEQJ-UHFFFAOYSA-N,3
DTCC00412948,CHEMBL203355,,SZQCJNHVHHGWCJ-UHFFFAOYSA-N,3
DTCC00413264,CHEMBL201448,,BEUACGDHTSQFEJ-UHFFFAOYSA-N,3
DTCC01405324,CHEMBL3039035,GLUCOSAMINIC ACID,UFYKDFXCZBTLOO-TXICZTDVSA-N,3
DTCC00413428,CHEMBL201330,,BAEUNQMUGMIFSH-UHFFFAOYSA-N,3
DTCC00413429,CHEMBL439684,,JVSQRHCPNXIRGD-UHFFFAOYSA-N,3
DTCC00413253,CHEMBL197706,,YITXAXNUROIUBD-UHFFFAOYSA-N,3
DTCC00413250,CHEMBL200058,,NMPUBLVQWSIBPS-UHFFFAOYSA-N,3
DTCC00110121,CHEMBL201060,,YEIYMAQXUQPVOE-UHFFFAOYSA-N,3
DTCC00413245,CHEMBL371692,,LDHVNDXMIICRKS-UHFFFAOYSA-N,3
DTCC00413244,CHEMBL199557,,MHPYBXLZDRWSFM-UHFFFAOYSA-N,3
DTCC00413232,CHEMBL199384,,ASGKXUKJKLBRDS-UHFFFAOYSA-N,3
DTCC00412936,CHEMBL200002,,CEIHQSQCCCCRBG-UHFFFAOYSA-N,3
DTCC00413224,CHEMBL370365,,RFIJVDVDFYPLJT-UHFFFAOYSA-N,3
DTCC00413212,CHEMBL197596,,ROEPPLWZZCOTGQ-UHFFFAOYSA-N,3
DTCC00412935,CHEMBL199916,,LTFCALXAGLJLFO-UHFFFAOYSA-N,3
DTCC00159858,CHEMBL24828,VANDETANIB,UHTHHESEBZOYNR-UHFFFAOYSA-N,3
DTCC00413044,CHEMBL201180,,VYYMINSABRJEHP-UHFFFAOYSA-N,3
DTCC00413202,CHEMBL201547,,ZYNXTSGMBMELSG-UHFFFAOYSA-N,3
DTCC00413180,CHEMBL201449,,AAIOTYFMYTXVBU-UHFFFAOYSA-N,3
DTCC00413433,CHEMBL201366,,CYXYUELSURRLLP-UHFFFAOYSA-N,3
DTCC00413179,CHEMBL381999,,VWNROKFXRPOZAI-UHFFFAOYSA-N,3
DTCC00485693,CHEMBL253363,PREGNENOLONE,ORNBQBCIOKFOEO-QGVNFLHTSA-N,3
DTCC00413055,CHEMBL201055,,QEQAXSIWNYJIDR-UHFFFAOYSA-N,3
DTCC00413056,CHEMBL380873,,YTUJDXGKPGHFHG-UHFFFAOYSA-N,3
DTCC00696090,CHEMBL1241942,,ZYHPWPSOURIJGT-UHFFFAOYSA-N,3
DTCC00413111,CHEMBL202127,,SUDRCIBHRPDJGC-UHFFFAOYSA-N,3
DTCC00413434,CHEMBL201367,,JAHVHWSIAOLMAC-UHFFFAOYSA-N,3
DTCC00413440,CHEMBL383227,,GROZENRGZLTRFU-WINIVTDRSA-N,3
DTCC00698383,CHEMBL1254115,,CVRIGUMSLGSWEZ-UHFFFAOYSA-N,3
DTCC00413104,CHEMBL201422,,PHXQVZQTFURMLL-UHFFFAOYSA-N,3
DTCC00413112,CHEMBL201847,,ADWOSTXXECVYGD-UHFFFAOYSA-N,3
DTCC00418600,CHEMBL1405,ESTRONE,DNXHEGUUPJUMQT-CBZIJGRNSA-N,3
DTCC00147592,CHEMBL16929,,QZRYHFVTTSQWHO-UHFFFAOYSA-N,3
DTCC00405591,CHEMBL193482,ESTRIOL,PROQIPRRNZUXQM-ZXXIGWHRSA-N,3
DTCC00413285,CHEMBL383637,,WXGYXUBLJHEOQC-UHFFFAOYSA-N,3
DTCC00413039,CHEMBL201707,,XBASZIUKYQNFMU-UHFFFAOYSA-N,3
DTCC00413038,CHEMBL201160,,SMEIHNHITXNTOP-UHFFFAOYSA-N,3
DTCC00559544,CHEMBL504888,METHAMIDOPHOS,NNKVPIKMPCQWCG-UHFFFAOYSA-N,2
DTCC00563232,CHEMBL445978,PECTOLINARIN,DUXQKCCELUKXOE-CBBZIXHGSA-N,2
DTCC00564406,CHEMBL1683,HYDROCORTISONE BUTYRATE,BMCQMVFGOVHVNG-TUFAYURCSA-N,2
DTCC00564483,CHEMBL514446,DEHYDROCHOLIC ACID,OHXPGWPVLFPUSM-KLRNGDHRSA-N,2
DTCC00564742,CHEMBL462990,SULFAMONOMETHOXINE,WMPXPUYPYQKQCX-UHFFFAOYSA-N,2
DTCC00565293,CHEMBL448399,HYDROXYTOLUIC ACID,WHSXTWFYRGOBGO-UHFFFAOYSA-N,2
DTCC00565898,CHEMBL443732,CANAVANINE,FSBIGDSBMBYOPN-VKHMYHEASA-N,2
DTCC00566137,CHEMBL508102,CARBIMAZOLE,CFOYWRHIYXMDOT-UHFFFAOYSA-N,2
DTCC00570867,CHEMBL1687,TUBOCURARINE CHLORIDE,MHXYWXHKLBMJKL-QBYKQQEBSA-N,2
DTCC00570933,CHEMBL449209,ARECOLINE HYDROBROMIDE,AXOJRQLKMVSHHZ-UHFFFAOYSA-N,2
DTCC00571223,CHEMBL497939,CYTISINE,ANJTVLIZGCUXLD-DTWKUNHWSA-N,2
DTCC00571355,CHEMBL501756,BRUCINE,RRKTZKIUPZVBMF-IBTVXLQLSA-N,2
DTCC00571357,CHEMBL525778,TOMATINE,REJLGAUYTKNVJM-SGXCCWNXSA-N,2
DTCC00572743,CHEMBL542541,HYDRALAZINE HYDROCHLORIDE,ZUXNZUWOTSUBMN-UHFFFAOYSA-N,2
DTCC00573108,CHEMBL1692,IMIPRAMINE HYDROCHLORIDE,XZZXIYZZBJDEEP-UHFFFAOYSA-N,2
DTCC00573401,CHEMBL556001,"2- (2,6-DIMETHOXYPHENOXYETHYL)AMINOMETHYL-1,4-BENZODIOXANE HYDROCHLORIDE (WB 4101)",KAHMEWANVDFFCQ-UHFFFAOYSA-N,2
DTCC00573818,CHEMBL1694,BENAZEPRIL HYDROCHLORIDE,VPSRQEHTHIMDQM-FKLPMGAJSA-N,2
DTCC00574419,CHEMBL1696,DESIPRAMINE HYDROCHLORIDE,XAEWZDYWZHIUCT-UHFFFAOYSA-N,2
DTCC00574825,CHEMBL1697,DILTIAZEM HYDROCHLORIDE,HDRXZJPWHTXQRI-BHDTVMLSSA-N,2
DTCC00575017,CHEMBL542157,SARAFLOXACIN HYDROCHLORIDE,KNWODGJQLCISLC-UHFFFAOYSA-N,2
DTCC00575238,CHEMBL1699,MEMANTINE HYDROCHLORIDE,LDDHMLJTFXJGPI-UHFFFAOYSA-N,2
DTCC00575423,CHEMBL555654,ADIPHENINE HYDROCHLORIDE,LKPINBXAWIMZCG-UHFFFAOYSA-N,2
DTCC00575911,CHEMBL552659,FLUNARIZINE HYDROCHLORIDE,RXKMOPXNWTYEHI-RDRKJGRWSA-N,2
DTCC00576788,CHEMBL1703,METFORMIN HYDROCHLORIDE,OETHQSJEHLVLGH-UHFFFAOYSA-N,2
DTCC00577190,CHEMBL1705,CLONIDINE HYDROCHLORIDE,ZNIFSRGNXRYGHF-UHFFFAOYSA-N,2
DTCC00577556,CHEMBL536932,MINAPRINE HYDROCHLORIDE,GHKABPDNWHXLHG-UHFFFAOYSA-N,2
DTCC00577635,CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,DJDFFEBSKJCGHC-UHFFFAOYSA-N,2
DTCC00577926,CHEMBL1707,LOPERAMIDE HYDROCHLORIDE,PGYPOBZJRVSMDS-UHFFFAOYSA-N,2
DTCC00578032,CHEMBL559180,(R/S) ISOXSUPRINE HYDROCHLORIDE,QVPSGVSNYPRFAS-UHFFFAOYSA-N,2
DTCC00578327,CHEMBL1708,PAROXETINE HYDROCHLORIDE,GELRVIPPMNMYGS-RVXRQPKJSA-N,2
DTCC00578332,CHEMBL1709,SERTRALINE HYDROCHLORIDE,BLFQGGGGFNSJKA-XHXSRVRCSA-N,2
DTCC00578579,CHEMBL1710,TRIFLUOPERAZINE HYDROCHLORIDE,RIULCFSTKRDHBX-UHFFFAOYSA-N,2
DTCC00578794,CHEMBL537669,YOHIMBINE HYDROCHLORIDE,PIPZGJSEDRMUAW-VJDCAHTMSA-N,2
DTCC00578893,CHEMBL1711,ISOPROTERENOL HYDROCHLORIDE,IROWCYIEJAOFOW-UHFFFAOYSA-N,2
DTCC00579297,CHEMBL541521,LIDOCAINE HYDROCHLORIDE,IYBQHJMYDGVZRY-UHFFFAOYSA-N,2
DTCC00579607,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,GHUUBYQTCDQWRA-UHFFFAOYSA-N,2
DTCC00579885,CHEMBL1718,NALOXONE HYDROCHLORIDE,RGPDIGOSVORSAK-STHHAXOLSA-N,2
DTCC00580278,CHEMBL540303,ISOGUVACINE HYDROCHLORIDE,SUWREQRNTXCCBL-UHFFFAOYSA-N,2
DTCC00581130,CHEMBL539313,EFAROXAN HYDROCHLORIDE,DWOIUCRHVWIHAH-UHFFFAOYSA-N,2
DTCC00582503,CHEMBL1724,MEPENZOLATE BROMIDE,JRRNZNSGDSFFIR-UHFFFAOYSA-M,2
DTCC00583841,CHEMBL559337,7-DESHYDROXYPYROGALLIN-4-CARBOXYLIC ACID,XCSLJQFPTAZKDV-UHFFFAOYSA-N,2
DTCC00584128,CHEMBL1727,CEPHALEXIN,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,2
DTCC00585408,CHEMBL1728,LOMEFLOXACIN HYDROCHLORIDE,KXEBLAPZMOQCKO-UHFFFAOYSA-N,2
DTCC00586258,CHEMBL560976,DIBEKACIN,JJCQSGDBDPYCEO-XVZSLQNASA-N,2
DTCC00586847,CHEMBL564085,TROLEANDOMYCIN,LQCLVBQBTUVCEQ-QTFUVMRISA-N,2
DTCC00589049,CHEMBL555017,GAMBOGIC ACID,GEZHEQNLKAOMCA-RRZNCOCZSA-N,2
DTCC00592052,CHEMBL549748,TETRAC,PPJYSSNKSXAVDB-UHFFFAOYSA-N,2
DTCC00593891,CHEMBL552941,ABRINE,CZCIKBSVHDNIDH-NSHDSACASA-N,2
DTCC00594109,CHEMBL553204,ICARIIN,TZJALUIVHRYQQB-XLRXWWTNSA-N,2
DTCC00597632,CHEMBL583912,(-)-EPICATECHIN,PFTAWBLQPZVEMU-UKRRQHHQSA-N,2
DTCC00601707,CHEMBL567597,ARTEMISININ,BLUAFEHZUWYNDE-DKGJTOOQSA-N,2
DTCC00603262,CHEMBL566727,PTERIN-6-CARBOXYLIC ACID,QABAUCFGPWONOG-UHFFFAOYSA-N,2
DTCC00603485,CHEMBL1747,TOBRAMYCIN,NLVFBUXFDBBNBW-PBSUHMDJSA-N,2
DTCC00603814,CHEMBL577736,TYROTHRICIN,NLJVXZFCYKWXLH-DXTIXLATSA-N,2
DTCC00607571,CHEMBL1752,DYPHYLLINE,KSCFJBIXMNOVSH-UHFFFAOYSA-N,2
DTCC00607606,CHEMBL578211,COTININE,UIKROCXWUNQSPJ-VIFPVBQESA-N,2
DTCC00609196,CHEMBL1761,PROCYCLIDINE HYDROCHLORIDE,ZFSPFXJSEHCTTR-UHFFFAOYSA-N,2
DTCC00609198,CHEMBL1763,HYDROFLUMETHIAZIDE,DMDGGSIALPNSEE-UHFFFAOYSA-N,2
DTCC00610676,CHEMBL593429,ALLANTOIN,POJWUDADGALRAB-UHFFFAOYSA-N,2
DTCC00612249,CHEMBL607536,PRENYLETIN,AWEFUQDNSBBNCR-UHFFFAOYSA-N,2
DTCC00613632,CHEMBL1768,BETHANECHOL CHLORIDE,XXRMYXBSBOVVBH-UHFFFAOYSA-N,2
DTCC00614722,CHEMBL1770,LEVAMISOLE HYDROCHLORIDE,LAZPBGZRMVRFKY-HNCPQSOCSA-N,2
DTCC00615681,CHEMBL599870,ALTHIAZIDE,VGLGVJVUHYTIIU-UHFFFAOYSA-N,2
DTCC00617779,CHEMBL597744,TRIACETYLRESVERATROL,PDAYUJSOJIMKIS-SNAWJCMRSA-N,2
DTCC00618426,CHEMBL598750,BRAZILEIN,MLWIYODOURBGPI-UHFFFAOYSA-N,2
DTCC00618427,CHEMBL598951,BRAZILIN,UWHUTZOCTZJUKC-JKSUJKDBSA-N,2
DTCC00622423,CHEMBL606260,CARBENICILLIN DISODIUM,RTYJTGSCYUUYAL-YCAHSCEMSA-L,2
DTCC00626243,CHEMBL1079959,KHRINONE E,WDHLJEOPUWGKKG-UHFFFAOYSA-N,2
DTCC00626356,CHEMBL1080142,MEXICANOLIDE,DNFJSIPZGYBGON-JCLAUGGVSA-N,2
DTCC00626438,CHEMBL1080313,GITOXIGENIN DIACETATE,ANNNOIZFDGPVNC-ICIBFRGGSA-N,2
DTCC00626439,CHEMBL1075789,OLEANDRIN,QWTDCDSWAVIWER-VSBFTHSSSA-N,2
DTCC00626440,CHEMBL1075790,PERUVOSIDE,PMTSPAGBAFCORP-HBUONDEYSA-N,2
DTCC00626524,CHEMBL1075814,SARMENTOGENIN,FLMSQRUGSHIKCT-DDZQJACLSA-N,2
DTCC00626677,CHEMBL1081604,FISSINOLIDE,YOTCKRFNSMJTGD-WUBPLCNYSA-N,2
DTCC00626678,CHEMBL1081605,CARAPIN,SWTDXMBCOHIACK-GKBPHPQKSA-N,2
DTCC00626976,CHEMBL1081584,LOGANIN,AMBQHHVBBHTQBF-UOUCRYGSSA-N,2
DTCC00626977,CHEMBL1081585,LOGANIC ACID,JNNGEAWILNVFFD-CDJYTOATSA-N,2
DTCC00627543,CHEMBL1079604,METAXALONE,IMWZZHHPURKASS-UHFFFAOYSA-N,2
DTCC00627607,CHEMBL1079905,PROPENTOFYLLINE,RBQOQRRFDPXAGN-UHFFFAOYSA-N,2
DTCC00628268,CHEMBL1087630,OXIBENDAZOLE,RAOCRURYZCVHMG-UHFFFAOYSA-N,2
DTCC00629879,CHEMBL1087126,2'-METHOXYFORMONETIN,SSRCYGATNWFTBJ-UHFFFAOYSA-N,2
DTCC00631714,CHEMBL1092797,DIHYDROCELASTROL,WZAUFGYINZYCKH-JJWQIEBTSA-N,2
DTCC00632873,CHEMBL1077577,EVERNINIC ACID,QUCZMUVAQHIOID-UHFFFAOYSA-N,2
DTCC00633195,CHEMBL1078549,PAEONIFLORIN,YKRGDOXKVOZESV-QYDSDWLYSA-N,2
DTCC00633498,CHEMBL1078051,METHYL DEOXYCHOLATE,ZHUOOEGSSFNTNP-JMKDMENQSA-N,2
DTCC00633676,CHEMBL1079227,PAEONOL,UILPJVPSNHJFIK-UHFFFAOYSA-N,2
DTCC00638814,CHEMBL1095292,BRETYLIUM TOSYLATE,KVWNWTZZBKCOPM-UHFFFAOYSA-M,2
