dtc_molregno,chembl_id,compound_name,standard_inchi_key,bioactivities
DTCC00925387,CHEMBL1529802,THONZYLAMINE HYDROCHLORIDE,HRYJPHOTGFERGT-UHFFFAOYSA-N,2
DTCC00925894,CHEMBL1530328,"DIHYDROJASMONIC ACID, METHYL ESTER",KVWWIYGFBYDJQC-UHFFFAOYSA-N,2
DTCC00927344,CHEMBL1531864,PIRENZEPINE HYDROCHLORIDE,FFNMBRCFFADNAO-UHFFFAOYSA-N,2
DTCC00928706,CHEMBL1533310,HISTAMINE DIHYDROCHLORIDE,PPZMYIBUHIPZOS-UHFFFAOYSA-N,2
DTCC00930161,CHEMBL1534878,IPRONIAZID SULFATE,FYEMNIIBXSJOLP-UHFFFAOYSA-N,2
DTCC00930595,CHEMBL1535342,APIIN,NTDLXWMIWOECHG-YRCFQSNFSA-N,2
DTCC00946744,CHEMBL1552997,RHODOMYRTOXIN B,SGFCERQKVVMREN-UHFFFAOYSA-N,2
DTCC00948254,CHEMBL1554531,4-METHOXYDALBERGIONE,RGSUZUQISVAJJF-UHFFFAOYSA-N,2
DTCC00949696,CHEMBL1556035,BETA-TOXICAROL,MTTUVGLGBORPBI-UHFFFAOYSA-N,2
DTCC00950522,CHEMBL1556914,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,DQWQITFUWFBXON-UHFFFAOYSA-N,2
DTCC00952864,CHEMBL1559418,"2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE",BFCBHPPLWHZOIQ-UHFFFAOYSA-N,2
DTCC00952908,CHEMBL1559465,METAMECONINE,UKFAWRZYFYOXEG-UHFFFAOYSA-N,2
DTCC00953520,CHEMBL1560118,APIOL,QQRSPHJOOXUALR-UHFFFAOYSA-N,2
DTCC00955937,CHEMBL1562729,2-HYDROXY-5 (6)EPOXY-TETRAHYDROCARYOPHYLLENE,KGYCKUADVHYVLM-UHFFFAOYSA-N,2
DTCC00957631,CHEMBL1564552,METHYL 7-DESOXYPURPUROGALLIN-7-CARBOXYLATE TRIMETHYL ETHER,MCWFXQXXVFZOIE-UHFFFAOYSA-N,2
DTCC00958175,CHEMBL1565133,SANGUINARINE SULFATE,VDZBWCCJLPCEQQ-UHFFFAOYSA-M,2
DTCC00959629,CHEMBL1566650,ACACETIN DIACETATE,VYHHSBHXZVSILO-UHFFFAOYSA-N,2
DTCC00960001,CHEMBL1567045,BENTAZON,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,2
DTCC00961078,CHEMBL1568181,KUHLMANNIN,ABUBCBFUQXIEAU-UHFFFAOYSA-N,2
DTCC00961486,CHEMBL1568605,"7-OXOCALLITRISIC ACID, METHYL ESTER",URPBIQPJABGDJD-VTVVEXCCSA-N,2
DTCC00962324,CHEMBL1569495,HYDROCOTARNINE HYDROBROMIDE,VMLDPXIOBIJNAW-UHFFFAOYSA-N,2
DTCC00962353,CHEMBL1569524,DIMETHOATE,MCWXGJITAZMZEV-UHFFFAOYSA-N,2
DTCC00963119,CHEMBL1570340,MUUROLLADIE-3-ONE,LMILVXQXGKTFSZ-UHFFFAOYSA-N,2
DTCC00981533,CHEMBL1590432,GANGLEOIDIN ACETATE,RDBVNNMYIBVCEP-UHFFFAOYSA-N,2
DTCC00982171,CHEMBL1591080,METHOXYVONE,JETSDIPTVSZMLI-UHFFFAOYSA-N,2
DTCC00982346,CHEMBL1591258,"3,4-DIMETHOXYDALBERGIONE",LJEJBLOFFDLRIH-GFCCVEGCSA-N,2
DTCC00984613,CHEMBL1593568,MAFENIDE HYDROCHLORIDE,SIACJRVYIPXFKS-UHFFFAOYSA-N,2
DTCC00984915,CHEMBL1593874,RESORCINOL MONOACETATE,ZZPKZRHERLGEKA-UHFFFAOYSA-N,2
DTCC00985169,CHEMBL1594132,SERICETIN DIACETATE,IIKLIRVROMFZGV-UHFFFAOYSA-N,2
DTCC00985938,CHEMBL1594935,CYSTAMINE DIHYDROCHLORIDE,YUFRRMZSSPQMOS-UHFFFAOYSA-N,2
DTCC00987006,CHEMBL1596099,"CHRYSANTHEMIC ACID, ETHYL ESTER",VIMXTGUGWLAOFZ-UHFFFAOYSA-N,2
DTCC00988091,CHEMBL1597273,PERSEITOL,OXQKEKGBFMQTML-UHFFFAOYSA-N,2
DTCC00989937,CHEMBL1599248,CLEBOPRIDE MALEATE,BCVIWCRZYPHHMQ-BTJKTKAUSA-N,2
DTCC00990385,CHEMBL1599728,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",YYQLEVUVEAKBKB-UHFFFAOYSA-N,2
DTCC00990424,CHEMBL1599768,PYRANTEL PAMOATE,AQXXZDYPVDOQEE-MXDQRGINSA-N,2
DTCC00991098,CHEMBL1600484,ERYSOLIN,WNCZPWWLBZOFJL-UHFFFAOYSA-N,2
DTCC00991719,CHEMBL1601166,"ORSELLINIC ACID, ETHYL ESTER",UQSRXQMIXSZGLA-UHFFFAOYSA-N,2
DTCC00994166,CHEMBL1603788,SAPPANONE A 7-METHYL ETHER,PJPVPNNIOZGDFS-WDZFZDKYSA-N,2
DTCC00994728,CHEMBL1604375,FENTHION,PNVJTZOFSHSLTO-UHFFFAOYSA-N,2
DTCC00995786,CHEMBL1605492,"1,3,5-TRIMETHOXYBENZENE",LKUDPHPHKOZXCD-UHFFFAOYSA-N,2
DTCC00996109,CHEMBL1605835,FLOPROPIONE,PTHLEKANMPKYDB-UHFFFAOYSA-N,2
DTCC00996111,CHEMBL1605837,SIMAZINE,ODCWYMIRDDJXKW-UHFFFAOYSA-N,2
DTCC00996283,CHEMBL1606022,SAPPANONE A TRIMETHYL ETHER,YKRAQIAZPKGEIC-JYRVWZFOSA-N,2
DTCC00996501,CHEMBL1606248,IRETOL,ASTPOGDWGNJVEW-UHFFFAOYSA-N,2
DTCC00996546,CHEMBL1606295,HYDROCOTARNINE,XXANNZJIZQTCBP-UHFFFAOYSA-N,2
DTCC00997477,CHEMBL1607273,CETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV-UHFFFAOYSA-N,2
DTCC00997714,CHEMBL1607517,BENZANTHRONE,HUKPVYBUJRAUAG-UHFFFAOYSA-N,2
DTCC00999525,CHEMBL1609430,METHOXYAMINE HYDROCHLORIDE,XNXVOSBNFZWHBV-UHFFFAOYSA-N,2
DTCC00999851,CHEMBL1609777,URSINOIC ACID,XUXBOSSCMLZGTA-UHFFFAOYSA-N,2
DTCC01000659,CHEMBL1610638,DIHYDRO-OBLIQUIN,IZXSTWMUJGTAMI-UHFFFAOYSA-N,2
DTCC01002538,CHEMBL1612659,NORDEFRIN HYDROCHLORIDE,YRJLEOWRVNBAOI-UHFFFAOYSA-N,2
DTCC01003057,CHEMBL1613209,CEAROIN,NFJVELXCUBWAFL-UHFFFAOYSA-N,2
DTCC01003592,CHEMBL1614877,CELLBIOSE,GUBGYTABKSRVRQ-MFRLZQSSSA-N,2
DTCC01006319,CHEMBL1618340,CITICOLINE,RZZPDXZPRHQOCG-OJAKKHQRSA-O,2
DTCC01013989,CHEMBL1626351,AGELASINE (STEREOCHEMISTRY OF DITERPENE UNKNOWN),NALGSOQQUZLOIK-LDADJPATSA-N,2
DTCC01015580,CHEMBL1628240,ETHAMBUTOL HYDROCHLORIDE,ZVRRAFGIXXGENK-IYPAPVHQSA-N,2
DTCC01024121,CHEMBL1651908,CYMARIN,UWRLEUQPRUZEBA-NECIELHISA-N,2
DTCC01024290,CHEMBL1652147,DEHYDROABIETAMIDE,SIXVQHIRXMPXGZ-QHAWAJNXSA-N,2
DTCC01026723,CHEMBL1672002,THYMOQUINONE,KEQHJBNSCLWCAE-UHFFFAOYSA-N,2
DTCC01032796,CHEMBL1697733,ACETYLCARNITINE,RDHQFKQIGNGIED-MRVPVSSYSA-N,2
DTCC01032818,CHEMBL1697771,REBAMIPIDE,ALLWOAVDORUJLA-UHFFFAOYSA-N,2
DTCC01047572,CHEMBL1713082,TRIMEPRAZINE TARTRATE,ZEEPCWVFSHMOPI-UHFFFAOYSA-N,2
DTCC01056689,CHEMBL1722501,PYRITHYLDIONE,NZASCBIBXNPDMH-UHFFFAOYSA-N,2
DTCC01125883,CHEMBL1876082,PRONETALOLHYDROCHLORIDE,QONLGXRPRAIDGI-UHFFFAOYSA-N,2
DTCC01129947,CHEMBL1880257,PROMETRYN,AAEVYOVXGOFMJO-UHFFFAOYSA-N,2
DTCC01130864,CHEMBL1881203,IRIGENIN TRIMETHYL ETHER,NCEXCGUAXVAJMI-UHFFFAOYSA-N,2
DTCC01131399,CHEMBL1881755,N-ACETYLPROLINE,GNMSLDIYJOSUSW-UHFFFAOYSA-N,2
DTCC01134338,CHEMBL1884767,TRIALLATE,MWBPRDONLNQCFV-UHFFFAOYSA-N,2
DTCC01134537,CHEMBL1884974,METOLACHOR,WVQBLGZPHOPPFO-UHFFFAOYSA-N,2
DTCC01136577,CHEMBL1887067,NALED,BUYMVQAILCEWRR-UHFFFAOYSA-N,2
DTCC01137558,CHEMBL1888079,DACTHAL,NPOJQCVWMSKXDN-UHFFFAOYSA-N,2
DTCC01141497,CHEMBL1892145,VINBURNINE,WYJAPUKIYAZSEM-MOPGFXCFSA-N,2
DTCC01141723,CHEMBL1892377,"2,4-DICHLOROPHENOXYBUTYRIC ACID",YIVXMZJTEQBPQO-UHFFFAOYSA-N,2
DTCC01150152,CHEMBL1901047,"S,S,S,-TRIBUTYLPHOSPHOROTRITHIOATE",ZOKXUAHZSKEQSS-UHFFFAOYSA-N,2
DTCC01154952,CHEMBL1905986,ORTHOTHYMOTINIC ACID,FNWNGQGTFICQJU-UHFFFAOYSA-N,2
DTCC01155824,CHEMBL1906890,HYDROQUINIDINE,LJOQGZACKSYWCH-NBGVHYBESA-N,2
DTCC01156818,CHEMBL1908308,MONENSIN SODIUM,XOIQMTLWECTKJL-FBZUZRIGSA-M,2
DTCC01156834,CHEMBL1908325,SELAMECTIN,AFJYYKSVHJGXSN-XHKIUTQPSA-N,2
DTCC01156877,CHEMBL1908377,PYRVINIUM PAMOATE,OOPDAHSJBRZRPH-UHFFFAOYSA-L,2
DTCC01158222,CHEMBL1910840,KALOPANAXSAPONIN B,RYHDIBJJJRNDSX-MCGLQMIESA-N,2
DTCC01190477,CHEMBL1973733,OFTASCEINE,DEGAKNSWVGKMLS-UHFFFAOYSA-N,2
DTCC01191578,CHEMBL1974890,CEDROL,SVURIXNDRWRAFU-OGMFBOKVSA-N,2
DTCC01214134,CHEMBL1998721,EPICOPROSTEROL,QYIXCDOBOSTCEI-KKFSNPNRSA-N,2
DTCC01218715,CHEMBL2003538,CETYLPYRIDINIUM CHLORIDE HYDRATE,NFCRBQADEGXVDL-UHFFFAOYSA-M,2
DTCC01230235,CHEMBL2021450,CRASSIN ACETATE,WMGWWFHPPNGBBT-PKFHLAFLSA-N,2
DTCC01252170,CHEMBL2074705,ANDROSTERONE ACETATE,FDCINQSOYQUNKB-XVYLQWLCSA-N,2
DTCC01256864,CHEMBL2096646,AMINOSALICYLATE SODIUM,GMUQJDAYXZXBOT-UHFFFAOYSA-M,2
DTCC01257448,CHEMBL2104111,COTARNINE CHLORIDE,BWQAGVANIBSWBW-UHFFFAOYSA-M,2
DTCC01257777,CHEMBL2104457,CITIOLONE,NRFJZTXWLKPZAV-UHFFFAOYSA-N,2
DTCC01258058,CHEMBL2104739,PRALIDOXIME MESYLATE,WWZYJJGFUIAWNW-UHFFFAOYSA-N,2
DTCC01258153,CHEMBL2104837,RACEPHEDRINE HYDROCHLORIDE,BALXUFOVQVENIU-GHXDPTCOSA-N,2
DTCC01258185,CHEMBL2104870,PUROMYCIN HYDROCHLORIDE,MKSVFGKWZLUTTO-FZFAUISWSA-N,2
DTCC01258441,CHEMBL2105135,NAPROXOL,LTRANDSQVZFZDG-SNVBAGLBSA-N,2
DTCC01258520,CHEMBL2105215,METHYLCHROMONE,ABJKIHHNDMEBNA-UHFFFAOYSA-N,2
DTCC01258907,CHEMBL2105615,QUINACRINE DIHYDROCHLORIDE DIHYDRATE,RZFNKJVCPDLQQA-UHFFFAOYSA-N,2
DTCC01258908,CHEMBL2105616,SPAGLUMIC ACID,GUCKKCMJTSNWCU-BQBZGAKWSA-N,2
DTCC01258909,CHEMBL2105617,AJMALINE,CJDRUOGAGYHKKD-FUIWMBJSSA-N,2
DTCC01259029,CHEMBL2105922,ACEXAMIC ACID,WDSCBUNMANHPFH-UHFFFAOYSA-N,2
DTCC01259042,CHEMBL2105769,PROTOVERATRINE A,HYTGGNIMZXFORS-MGYKWWNKSA-N,2
DTCC01259060,CHEMBL2105788,OLEANDOMYCIN PHOSPHATE,RLPCJGKQKFMBEI-UOBLTHIJSA-N,2
DTCC01259144,CHEMBL2105884,PARAROSANILINE PAMOATE,HFAAHEOLTBJLBO-UHFFFAOYSA-N,2
DTCC01259152,CHEMBL2105891,PHYSOSTIGMINE SULFATE,YYBNDIVPHIWTPK-KYJQVDHRSA-N,2
DTCC01259665,CHEMBL2106426,MEPARTRICIN,GIDIUOCSTCGLRW-QJSPMWJNSA-N,2
DTCC01259960,CHEMBL2106732,NOSCAPINE HYDROCHLORIDE,MFLVZFXCSKVCSH-URBRKQAFSA-N,2
DTCC01260481,CHEMBL2107282,HEPTAMINOL HYDROCHLORIDE,JZNBMCOSOXIZJB-UHFFFAOYSA-N,2
DTCC01260973,CHEMBL2107797,NORGESTREL,WWYNJERNGUHSAO-CULCCENASA-N,2
DTCC01267075,CHEMBL2130597,N-FORMYLMETHIONYLALANINE,GBWVAAKKEIOROG-UHFFFAOYSA-N,2
DTCC01269715,CHEMBL2133249,ACEPHATE,YASYVMFAVPKPKE-UHFFFAOYSA-N,2
DTCC01282374,CHEMBL2146063,CHLORTETRACYCLINE HYDROCHLORIDE,CBHYYLPALVVVEY-MRFRVZCGSA-N,2
DTCC01282388,CHEMBL2146085,SISOMICIN SULFATE,JVTNJDPXUPRGIE-XMKQNZKISA-N,2
DTCC01282411,CHEMBL2146113,GLUCOSAMINE HYDROCHLORIDE,QKPLRMLTKYXDST-WQIPCXMXSA-N,2
DTCC01282417,CHEMBL2146123,METHACYCLINE HYDROCHLORIDE,VZQARNDJLLWXGL-CCHMMTNSSA-N,2
DTCC01282418,CHEMBL2146124,CEFUROXIME SODIUM,URDOHUPGIOGTKV-JTBFTWTJSA-M,2
DTCC01289294,CHEMBL2163790,CEVADINE,DBUCFOVFALNEOO-HWBIYQLFSA-N,2
DTCC01290607,CHEMBL2165226,LAGOCHILINE,XYPPDQHBNJURHU-IPOQXWOTSA-N,2
DTCC01290610,CHEMBL2165232,ANABASINE HYDROCHLORIDE,VTMZQNZVYCJLGG-PPHPATTJSA-N,2
DTCC01290612,CHEMBL2165234,CAFESTOL ACETATE,PTGGVIKFNQSFBY-WPOGFBIBSA-N,2
DTCC01290761,CHEMBL2165398,PROTOVERATRINE B,BFLXOMFFVWQPAZ-CEEVVQPDSA-N,2
DTCC01297918,CHEMBL2181270,"ROTENONIC ACID, METHYL ETHER",QADCCYSYLNTZHV-YADHBBJMSA-N,2
DTCC01297941,CHEMBL2181295,ROTENONIC ACID,GBVCHRDRVDOMQV-RTWAWAEBSA-N,2
DTCC01299761,CHEMBL2204421,CHAULMOOGRIC ACID,XMVQWNRDPAAMJB-QGZVFWFLSA-N,2
DTCC00032369,CHEMBL1256625,3-HYDROXYBENZYLHYDRAZINE DIHYDROCHLORIDE,ONOJPUDFIOEGCX-UHFFFAOYSA-N,2
DTCC00103423,CHEMBL8,CIPROFLOXACIN,MYSWGUAQZAJSOK-UHFFFAOYSA-N,2
DTCC00103812,CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,ABTXGJFUQRCPNH-UHFFFAOYSA-N,2
DTCC00104003,CHEMBL23507,5-FLUOROINDOLE-2-CARBOXYLIC ACID,WTXBRZCVLDTWLP-UHFFFAOYSA-N,2
DTCC00104559,CHEMBL43185,PIPERINE,MXXWOMGUGJBKIW-YPCIICBESA-N,2
DTCC00104602,CHEMBL42624,PHYSCION,FFWOKTFYGVYKIR-UHFFFAOYSA-N,2
DTCC00105576,CHEMBL307301,CHOLEST-5-EN-3-ONE,GGCLNOIGPMGLDB-GYKMGIIDSA-N,2
DTCC00106603,CHEMBL97543,BETA-PELTATIN A,HLBPOYVRLSXWJJ-PDSMFRHLSA-N,2
DTCC00107669,CHEMBL1201,THIOTHIXENE,GFBKORZTTCHDGY-UWVJOHFNSA-N,2
DTCC00107964,CHEMBL334918,MAACKIAIN,HUKSJTUUSUGIDC-ZBEGNZNMSA-N,2
DTCC00108012,CHEMBL136560,"(1R,2S)-PHENYLPROPANOLAMINE",DLNKOYKMWOXYQA-CBAPKCEASA-N,2
DTCC00109274,CHEMBL369611,SODIUM FLUOROACETATE,JGFYQVQAXANWJU-UHFFFAOYSA-M,2
DTCC00110118,CHEMBL202879,,CQLHRZJFXYZVBO-UHFFFAOYSA-N,2
DTCC00110292,CHEMBL1407,LAUDANOSINE,KGPAYJZAMGEDIQ-UHFFFAOYSA-N,2
DTCC00110799,CHEMBL1425,MERCAPTOPURINE,GLVAUDGFNGKCSF-UHFFFAOYSA-N,2
DTCC00110806,CHEMBL181,DIAZOXIDE,GDLBFKVLRPITMI-UHFFFAOYSA-N,2
DTCC00111805,CHEMBL393136,POMIFERIN,GHCZYXUOYFOXIP-UHFFFAOYSA-N,2
DTCC00112202,CHEMBL251940,PERICIAZINE,LUALIOATIOESLM-UHFFFAOYSA-N,2
DTCC00112296,CHEMBL254219,DIGITOXIN,WDJUZGPOPHTGOT-XUDUSOBPSA-N,2
DTCC00112432,CHEMBL399336,CONVALLATOXIN,HULMNSIAKWANQO-JQKSAQOKSA-N,2
DTCC00113195,CHEMBL1554,DACTINOMYCIN,RJURFGZVJUQBHK-IIXSONLDSA-N,2
DTCC00113263,CHEMBL465226,GEDUNIN,YJXDGWUNRYLINJ-BHAPSIHVSA-N,2
DTCC00113264,CHEMBL465423,DEACETYLGEDUNIN,HCEYJYMNIQHPPK-DXTZDJJUSA-N,2
DTCC00113336,CHEMBL448515,"2,6-DIMETHOXYQUINONE",OLBNOBQOQZRLMP-UHFFFAOYSA-N,2
DTCC00113347,CHEMBL1557,DOPAMINE HYDROCHLORIDE,CTENFNNZBMHDDG-UHFFFAOYSA-N,2
DTCC00113348,CHEMBL451197,OXIDOPAMINE HYDROCHLORIDE,QLMRJHFAGVFUAC-UHFFFAOYSA-N,2
DTCC00113362,CHEMBL452232,DEACETOXY-7-OXOGEDUNIN,PMISPNORJONCHB-OASIGRBWSA-N,2
DTCC00113449,CHEMBL445177,GINGKOLIC ACID,YXHVCZZLWZYHSA-FPLPWBNLSA-N,2
DTCC00113539,CHEMBL452683,NEROL,GLZPCOQZEFWAFX-YFHOEESVSA-N,2
DTCC00113559,CHEMBL502109,BENZALKONIUM CHLORIDE,XIWFQDBQMCDYJT-UHFFFAOYSA-M,2
DTCC00113564,CHEMBL487017,APIGETRIN,KMOUJOKENFFTPU-QNDFHXLGSA-N,2
DTCC00113956,CHEMBL461727,AMYGDALIN,XUCIJNAGGSZNQT-JHSLDZJXSA-N,2
DTCC00114249,CHEMBL493032,ETHYL HEMATOMMATE,HUXJGSHUVDWZAM-UHFFFAOYSA-N,2
DTCC00114434,CHEMBL447868,SODIUM SALICYLATE,ABBQHOQBGMUPJH-UHFFFAOYSA-M,2
DTCC00114503,CHEMBL457257,JATAMANSIN,RRHCDWLSHIIIIT-NVWZYQMFSA-N,2
DTCC00114672,CHEMBL1618,CEFAMANDOLE NAFATE,ICZOIXFFVKYXOM-YCLOEFEOSA-M,2
DTCC00115298,CHEMBL480091,AVOCADENE,DFEHQWFIOMAGBM-UHFFFAOYSA-N,2
DTCC00115298,CHEMBL480091,AVOCADENE,DFEHQWFIOMAGBM-UHFFFAOYSA-N,2
DTCC00115404,CHEMBL495778,PENICILLIC ACID,YCOFRPYSZKIPBQ-UHFFFAOYSA-N,2
DTCC00115439,CHEMBL483006,METHYLANGOLENSATE,YNMYHRYTRCKSMI-SQHTYAHXSA-N,2
DTCC00115482,CHEMBL510014,PHORATE,BULVZWIRKLYCBC-UHFFFAOYSA-N,2
DTCC00115489,CHEMBL484037,CENTAUREIN,GGMCFLXPZMBJMV-NPVWYNPDSA-N,2
DTCC00115601,CHEMBL500601,3-PRENYL-4-HYDROXYACETOPHENONE,QJAPFSSVKIZTMR-UHFFFAOYSA-N,2
DTCC00116382,CHEMBL457583,ORSELLINIC ACID,AMKYESDOVDKZKV-UHFFFAOYSA-N,2
DTCC00116407,CHEMBL453087,STREPTOMYCIN SULFATE,CFCMMYICHMLDCC-RMIBZTJPSA-N,2
DTCC00116417,CHEMBL506084,AZADIRACHTIN A,FTNJWQUOZFUQQJ-GEPYADMXSA-N,2
DTCC00117469,CHEMBL1689,TOLAZOLINE HYDROCHLORIDE,RHTNTTODYGNRSP-UHFFFAOYSA-N,2
DTCC00118957,CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,JCBIVZZPXRZKTI-UHFFFAOYSA-N,2
DTCC00119111,CHEMBL533841,CINCHONIDINE,KMPWYEUPVWOPIM-KODHJQJWSA-N,2
DTCC00119112,CHEMBL588619,CINCHONINE,KMPWYEUPVWOPIM-QAMTZSDWSA-N,2
DTCC00123899,CHEMBL588119,SULOCTIDIL,BFCDFTHTSVTWOG-YLJYHZDGSA-N,2
DTCC00124586,CHEMBL1075850,KHIVORIN,ODLCLZLDYDHRGT-NEGPAABLSA-N,2
DTCC00126163,CHEMBL1232562,ERGOSTEROL,DNVPQKQSNYMLRS-APGDWVJJSA-N,2
DTCC00126227,CHEMBL1237212,NORCANTHARIDIN,JAABVEXCGCXWRR-KAZBKCHUSA-N,2
DTCC00126420,CHEMBL1256362,GUVACINE HYDROCHLORIDE,FGNUNVVTHHKDAM-UHFFFAOYSA-N,2
DTCC00126437,CHEMBL1256668,BENFLURALIN,SMDHCQAYESWHAE-UHFFFAOYSA-N,2
DTCC00126452,CHEMBL1256744,SCOPOLAMINE HYDROBROMIDE,WTGQALLALWYDJH-FRHDVWDXSA-N,2
DTCC00126460,CHEMBL1256759,5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB],WBSMIPAMAXNXFS-UHFFFAOYSA-N,2
DTCC00126462,CHEMBL1256762,TELENZEPINE HYDROCHLORIDE,XZVKOMOTDZLLDN-UHFFFAOYSA-N,2
DTCC00126502,CHEMBL1257005,LOBELINE HYDROCHLORIDE,MKMYPTLXLWOUSO-NFQNBQCWSA-N,2
DTCC00128907,CHEMBL1908043,TETRAHYDROCORTISONE,SYGWGHVTLUBCEM-ZIZPXRJBSA-N,2
DTCC00130472,CHEMBL2062262,METARAMINOL BITARTRATE,VENXSELNXQXCNT-YDYUUSCQSA-N,2
DTCC00130938,CHEMBL2103747,ACONITINE,XFSBVAOIAHNAPC-FKHWODAVSA-N,2
DTCC00132280,CHEMBL266459,ZOMEPIRAC SODIUM,SEEXPXUCHVGZGU-UHFFFAOYSA-M,2
DTCC00132314,CHEMBL4,OFLOXACIN,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,2
DTCC00132315,CHEMBL5,NALIDIXIC ACID,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,2
DTCC00132316,CHEMBL6246,ELLAGIC ACID,AFSDNFLWKVMVRB-UHFFFAOYSA-N,2
DTCC00132340,CHEMBL6,INDOMETHACIN,CGIGDMFJXJATDK-UHFFFAOYSA-N,2
DTCC00132409,CHEMBL9,NORFLOXACIN,OGJPXUAPXNRGGI-UHFFFAOYSA-N,2
DTCC00132472,CHEMBL269538,HARMINE,BXNJHAXVSOCGBA-UHFFFAOYSA-N,2
DTCC00132547,CHEMBL269236,TRYPTOLINE,CFTOTSJVQRFXOF-UHFFFAOYSA-N,2
DTCC00132564,CHEMBL6640,TRYPTAMINE,APJYDQYYACXCRM-UHFFFAOYSA-N,2
DTCC00132658,CHEMBL6622,ISOSORBIDE DINITRATE,MOYKHGMNXAOIAT-JGWLITMVSA-N,2
DTCC00132717,CHEMBL406,INDAPAMIDE,NDDAHWYSQHTHNT-UHFFFAOYSA-N,2
DTCC00132896,CHEMBL266195,ALPRENOLOL,PAZJSJFMUHDSTF-UHFFFAOYSA-N,2
DTCC00132960,CHEMBL14,CARBACHOL,AIXAANGOTKPUOY-UHFFFAOYSA-N,2
DTCC00133091,CHEMBL416,METHOXSALEN,QXKHYNVANLEOEG-UHFFFAOYSA-N,2
DTCC00133143,CHEMBL19,METHAZOLAMIDE,FLOSMHQXBMRNHR-QPJJXVBHSA-N,2
DTCC00133144,CHEMBL20,ACETAZOLAMIDE,BZKPWHYZMXOIDC-UHFFFAOYSA-N,2
DTCC00133176,CHEMBL21,SULFANILAMIDE,FDDDEECHVMSUSB-UHFFFAOYSA-N,2
DTCC00133232,CHEMBL421,SULFASALAZINE,NCEXYHBECQHGNR-QZQOTICOSA-N,2
DTCC00133265,CHEMBL6466,COUMARIN,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,2
DTCC00133283,CHEMBL24,ATENOLOL,METKIMKYRPQLGS-UHFFFAOYSA-N,2
DTCC00133325,CHEMBL26,SULPIRIDE,BGRJTUBHPOOWDU-UHFFFAOYSA-N,2
DTCC00133432,CHEMBL427,MECHLORETHAMINE,HAWPXGHAZFHHAD-UHFFFAOYSA-N,2
DTCC00133497,CHEMBL28,APIGENIN,KZNIFHPLKGYRTM-UHFFFAOYSA-N,2
DTCC00133611,CHEMBL31,GATIFLOXACIN,XUBOMFCQGDBHNK-UHFFFAOYSA-N,2
DTCC00133655,CHEMBL269277,BETULINIC ACID,QGJZLNKBHJESQX-FZFNOLFKSA-N,2
DTCC00133684,CHEMBL33,LEVOFLOXACIN,GSDSWSVVBLHKDQ-JTQLQIEISA-N,2
DTCC00133804,CHEMBL267179,N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE,PRQROPMIIGLWRP-BZSNNMDCSA-N,2
DTCC00133868,CHEMBL433,VALPROATE SODIUM,AEQFSUDEHCCHBT-UHFFFAOYSA-M,2
DTCC00133916,CHEMBL435,HYDROCHLOROTHIAZIDE,JZUFKLXOESDKRF-UHFFFAOYSA-N,2
DTCC00133917,CHEMBL35,FUROSEMIDE,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,2
DTCC00133945,CHEMBL7634,OXOTREMORINE,RSDOPYMFZBJHRL-UHFFFAOYSA-N,2
DTCC00133948,CHEMBL36,PYRIMETHAMINE,WKSAUQYGYAYLPV-UHFFFAOYSA-N,2
DTCC00133961,CHEMBL437,SULFATHIAZOLE,JNMRHUJNCSQMMB-UHFFFAOYSA-N,2
DTCC00133990,CHEMBL7679,PONALRESTAT,LKBFFDOJUKLQNY-UHFFFAOYSA-N,2
DTCC00133994,CHEMBL438,SULFAMERAZINE,QPPBRPIAZZHUNT-UHFFFAOYSA-N,2
DTCC00133995,CHEMBL439,SULFADIAZINE,SEEPANYCNGTZFQ-UHFFFAOYSA-N,2
DTCC00134062,CHEMBL8165,5-METHOXYTRYPTAMINE,JTEJPPKMYBDEMY-UHFFFAOYSA-N,2
DTCC00134078,CHEMBL41,FLUOXETINE,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,2
DTCC00134101,CHEMBL443,SULFAMETHOXAZOLE,JLKIGFTWXXRPMT-UHFFFAOYSA-N,2
DTCC00134115,CHEMBL42,CLOZAPINE,QZUDBNBUXVUHMW-UHFFFAOYSA-N,2
DTCC00134119,CHEMBL446,SULFAMETHAZINE,ASWVTGNCAZCNNR-UHFFFAOYSA-N,2
DTCC00134178,CHEMBL448,PENTOBARBITAL,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,2
DTCC00134318,CHEMBL453,SULFISOXAZOLE,NHUHCSRWZMLRLA-UHFFFAOYSA-N,2
