compound_id,standard_inchi_key,compound_name,bioactivities
CHEMBL275427,YDLQRGLBZOEJGX-UHFFFAOYSA-N,,4
CHEMBL593293,YJLOLSDWRBWJAG-UHFFFAOYSA-N,,4
CHEMBL1077120,YPZYGIQXBGHDBH-UZHRAPRISA-M,SALINOMYCIN SODIUM,4
CHEMBL201449,AAIOTYFMYTXVBU-UHFFFAOYSA-N,,3
CHEMBL201847,ADWOSTXXECVYGD-UHFFFAOYSA-N,,3
CHEMBL201611,AHSGEPOFFJWAOX-UHFFFAOYSA-N,,3
CHEMBL201502,AOZWSASISZECAS-UHFFFAOYSA-N,,3
CHEMBL199384,ASGKXUKJKLBRDS-UHFFFAOYSA-N,,3
CHEMBL203424,ASTMNXJEZUYDPX-UHFFFAOYSA-N,,3
CHEMBL202823,ATAVPBVCESICME-UHFFFAOYSA-N,,3
CHEMBL201859,AUMIAEOOLIRGJT-UHFFFAOYSA-N,,3
CHEMBL201330,BAEUNQMUGMIFSH-UHFFFAOYSA-N,,3
CHEMBL201448,BEUACGDHTSQFEJ-UHFFFAOYSA-N,,3
CHEMBL372786,BMLSEHVFDRWCKD-UHFFFAOYSA-N,,3
CHEMBL200002,CEIHQSQCCCCRBG-UHFFFAOYSA-N,,3
CHEMBL1254115,CVRIGUMSLGSWEZ-UHFFFAOYSA-N,,3
CHEMBL201366,CYXYUELSURRLLP-UHFFFAOYSA-N,,3
CHEMBL383840,DDTLNQGHQXZUCC-UHFFFAOYSA-N,,3
CHEMBL372817,DTGLVLLFVQWADQ-UHFFFAOYSA-N,,3
CHEMBL425755,FEASOMLRMPUFEP-UHFFFAOYSA-N,,3
CHEMBL2180727,FNYGWXSATBUBER-UHFFFAOYSA-N,AGI-5198,3
CHEMBL381988,FRVHTPQHKYZSHB-UHFFFAOYSA-N,,3
CHEMBL1254114,FYXLHXKTNFICLL-QFIPXVFZSA-N,,3
CHEMBL383227,GROZENRGZLTRFU-WINIVTDRSA-N,,3
CHEMBL244793,HBJUFAHIACMPFY-UHFFFAOYSA-N,SID103904627,3
CHEMBL201320,HDEMRKYSGHTAIV-UHFFFAOYSA-N,,3
CHEMBL380609,HHDHLJDXAFREMC-UHFFFAOYSA-N,,3
CHEMBL199998,HJMDUCMXXXLUEK-UHFFFAOYSA-N,,3
CHEMBL3137320,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,TALAZOPARIB,3
CHEMBL201367,JAHVHWSIAOLMAC-UHFFFAOYSA-N,,3
CHEMBL439684,JVSQRHCPNXIRGD-UHFFFAOYSA-N,,3
CHEMBL201540,KGPICPIDHRCEQG-UHFFFAOYSA-N,,3
CHEMBL439339,KUPUXNBYFOMZBB-UHFFFAOYSA-N,,3
CHEMBL371692,LDHVNDXMIICRKS-UHFFFAOYSA-N,,3
CHEMBL199916,LTFCALXAGLJLFO-UHFFFAOYSA-N,,3
CHEMBL198397,LXUPCMCTKPKZDR-UHFFFAOYSA-N,,3
CHEMBL438626,LYNSXCLZROKFRV-UHFFFAOYSA-N,,3
CHEMBL199462,MBZGASOFCVICPG-UHFFFAOYSA-N,,3
CHEMBL199557,MHPYBXLZDRWSFM-UHFFFAOYSA-N,,3
CHEMBL438253,MWUVXEIKWYLKQE-UHFFFAOYSA-N,,3
CHEMBL200058,NMPUBLVQWSIBPS-UHFFFAOYSA-N,,3
CHEMBL202869,NUDOEMNCOQTQHQ-UHFFFAOYSA-N,,3
CHEMBL265541,NWSKUMVPHRAEQJ-UHFFFAOYSA-N,,3
CHEMBL381749,PESYZRPTBVLILA-UHFFFAOYSA-N,,3
CHEMBL201422,PHXQVZQTFURMLL-UHFFFAOYSA-N,,3
CHEMBL198396,PQTPHEYVADQTBS-UHFFFAOYSA-N,,3
CHEMBL201764,QCJFTROSZPQTFV-AAGJUOAQSA-N,,3
CHEMBL201055,QEQAXSIWNYJIDR-UHFFFAOYSA-N,,3
CHEMBL16929,QZRYHFVTTSQWHO-UHFFFAOYSA-N,,3
CHEMBL370365,RFIJVDVDFYPLJT-UHFFFAOYSA-N,,3
CHEMBL201116,RHKXHPRHSRLZBV-UHFFFAOYSA-N,,3
CHEMBL197596,ROEPPLWZZCOTGQ-UHFFFAOYSA-N,,3
CHEMBL201225,RPUFLZDNVDPHEC-UHFFFAOYSA-N,,3
CHEMBL205526,SJZYZYMKFRJDEE-UHFFFAOYSA-N,SID103905612,3
CHEMBL201160,SMEIHNHITXNTOP-UHFFFAOYSA-N,,3
CHEMBL201792,STGTTYAHEHFQEG-UHFFFAOYSA-N,,3
CHEMBL202127,SUDRCIBHRPDJGC-UHFFFAOYSA-N,,3
CHEMBL203355,SZQCJNHVHHGWCJ-UHFFFAOYSA-N,,3
CHEMBL3039035,UFYKDFXCZBTLOO-TXICZTDVSA-N,GLUCOSAMINIC ACID,3
CHEMBL243749,UMIUXVPQKJLPJE-UHFFFAOYSA-N,SID103904623,3
CHEMBL381999,VWNROKFXRPOZAI-UHFFFAOYSA-N,,3
CHEMBL201180,VYYMINSABRJEHP-UHFFFAOYSA-N,,3
CHEMBL383637,WXGYXUBLJHEOQC-UHFFFAOYSA-N,,3
CHEMBL201707,XBASZIUKYQNFMU-UHFFFAOYSA-N,,3
CHEMBL372152,XDVLVULKULXBBZ-UHFFFAOYSA-N,,3
CHEMBL201060,YEIYMAQXUQPVOE-UHFFFAOYSA-N,,3
CHEMBL201596,YFGLFIYOXPEUAC-UHFFFAOYSA-N,,3
CHEMBL197706,YITXAXNUROIUBD-UHFFFAOYSA-N,,3
CHEMBL380873,YTUJDXGKPGHFHG-UHFFFAOYSA-N,,3
CHEMBL380708,YUJFKZKCWUPRAB-UHFFFAOYSA-N,,3
CHEMBL1241942,ZYHPWPSOURIJGT-UHFFFAOYSA-N,,3
CHEMBL201547,ZYNXTSGMBMELSG-UHFFFAOYSA-N,,3
CHEMBL1880257,AAEVYOVXGOFMJO-UHFFFAOYSA-N,PROMETRYN,2
CHEMBL1256139,AAFNEINEQRQMTF-UHFFFAOYSA-N,PEMPIDINE TARTRATE,2
CHEMBL465398,AAWZDTNXLSGCEK-WYWMIBKRSA-N,QUINIC ACID,2
CHEMBL447868,ABBQHOQBGMUPJH-UHFFFAOYSA-M,SODIUM SALICYLATE,2
CHEMBL2105215,ABJKIHHNDMEBNA-UHFFFAOYSA-N,METHYLCHROMONE,2
CHEMBL605,ABTXGJFUQRCPNH-UHFFFAOYSA-N,PROCAINAMIDE HYDROCHLORIDE,2
CHEMBL1568181,ABUBCBFUQXIEAU-UHFFFAOYSA-N,KUHLMANNIN,2
CHEMBL496,ACGUYXCXAPNIKK-UHFFFAOYSA-N,HEXACHLOROPHENE,2
CHEMBL454801,ACTIUHUUMQJHFO-UPTCCGCDSA-N,UBIDECARENONE,2
CHEMBL3085157,ACTOXUHEUCPTEW-IMDCDJEBSA-N,SPIRAMYCIN,2
CHEMBL1069,ACWBQPMHZXGDFX-QFIPXVFZSA-N,VALSARTAN,2
CHEMBL1200517,ADYPXRFPBQGGAH-UMYZUSPBSA-N,DIHYDROERGOTAMINE MESYLATE,2
CHEMBL1441,AEOCXXJPGCBFJA-UHFFFAOYSA-N,ETHIONAMIDE,2
CHEMBL487182,AEQDJSLRWYMAQI-KRWDZBQOSA-N,TETRAHYDROPALMATINE,2
CHEMBL433,AEQFSUDEHCCHBT-UHFFFAOYSA-M,VALPROATE SODIUM,2
CHEMBL3138653,AFBBIVHQSLMMLH-QHHAAYPFSA-N,,2
CHEMBL497001,AFHJQYHRLPMKHU-CGISPIQUSA-N,ALOIN,2
CHEMBL1908325,AFJYYKSVHJGXSN-XHKIUTQPSA-N,SELAMECTIN,2
CHEMBL3039152,AFMHCDNELHMGHI-DUXPYHPUSA-N,2-METHYL-3-HYDROXYETHYLENEPYRAN-4-ONE,2
CHEMBL6246,AFSDNFLWKVMVRB-UHFFFAOYSA-N,ELLAGIC ACID,2
CHEMBL76602,AFVLVVWMAFSXCK-VMPITWQZSA-N,ALPHA-CYANO-4-HYDROXYCINNAMIC ACID,2
CHEMBL454446,AFZFFLVORLEPPO-UVYJNCLZSA-N,CEFDITOREN PIVOXIL,2
CHEMBL134342,AGBQKNBQESQNJD-SSDOTTSWSA-N,LIPOIC ACID,2
CHEMBL175247,AHLBNYSZXLDEJQ-FWEHEUNISA-N,ORLISTAT,2
CHEMBL3039109,AHVKNBRJVKCGKJ-UHFFFAOYSA-N,"""3,4-DIHYDROXYCARANE""",2
CHEMBL516711,AHWOEMBXZXGDBQ-MERCMEHUSA-N,"""ERGOSTA-7,22-DIEN-3-ONE""",2
CHEMBL1200326,AIKVCUNQWYTVTO-UHFFFAOYSA-N,NICARDIPINE HYDROCHLORIDE,2
CHEMBL399121,AIONOLUJZLIMTK-AWEZNQCLSA-N,HESPERETIN,2
CHEMBL14,AIXAANGOTKPUOY-UHFFFAOYSA-N,CARBACHOL,2
CHEMBL1354316,AJNMXMZCRHTBEH-UHFFFAOYSA-N,2-METHYL GRAMINE,2
CHEMBL141690,AJSPSRWWZBBIOR-UHFFFAOYSA-N,ISOBERGAPTENE,2
CHEMBL1256696,AKJDEXBCRLOVTH-UHFFFAOYSA-N,CARBETAPENTANE CITRATE,2
CHEMBL3138687,AKPJXLBXDLSOFY-FUERSYRJSA-N,,2
CHEMBL1091,ALEXXDVDDISNDU-JZYPGELDSA-N,HYDROCORTISONE ACETATE,2
CHEMBL3039391,ALKTVPFKDYZFGA-WOJBJXKFSA-N,DIHYDROSAMIDIN,2
CHEMBL1697771,ALLWOAVDORUJLA-UHFFFAOYSA-N,REBAMIPIDE,2
CHEMBL542,ALYNCZNDIQEVRV-UHFFFAOYSA-N,AMINOBENZOIC ACID,2
CHEMBL1081584,AMBQHHVBBHTQBF-UOUCRYGSSA-N,LOGANIN,2
CHEMBL179900,AMHZIUVRYRVYBA-UHFFFAOYSA-N,CYCLOCREATINE,2
CHEMBL457583,AMKYESDOVDKZKV-UHFFFAOYSA-N,ORSELLINIC ACID,2
CHEMBL3138626,AMTSLHRSERHBCF-HKUMRIAESA-N,,2
CHEMBL497939,ANJTVLIZGCUXLD-DTWKUNHWSA-N,CYTISINE,2
CHEMBL1080313,ANNNOIZFDGPVNC-ICIBFRGGSA-N,GITOXIGENIN DIACETATE,2
CHEMBL1410006,ANVFDWBCVDQNEZ-UHFFFAOYSA-N,"""6,4'-DIMETHOXYFLAVONE""",2
CHEMBL460499,AOCCBINRVIKJHY-UHFFFAOYSA-N,CARMOFUR,2
CHEMBL1451434,AOJIJXJCNKMEET-UVTDQMKNSA-N,"""2',BETA-DIHYDROXYCHALCONE""",2
CHEMBL3039346,AOUYWWJPLUTFAB-NUIIJRBZSA-N,XYLOCARPUS A,2
CHEMBL6640,APJYDQYYACXCRM-UHFFFAOYSA-N,TRYPTAMINE,2
CHEMBL267345,APKFDSVGJQXUKY-INPOYWNPSA-N,AMPHOTERICIN B,2
CHEMBL878,AQCHWTWZEMGIFD-UHFFFAOYSA-N,METOLAZONE,2
CHEMBL30,AQIXAKUUQRKLND-UHFFFAOYSA-N,CIMETIDINE,2
CHEMBL1599768,AQXXZDYPVDOQEE-MXDQRGINSA-N,PYRANTEL PAMOATE,2
CHEMBL247484,ARSRJFRKVXALTF-UHFFFAOYSA-N,TRICETIN,2
CHEMBL1368028,ASNSHZBVZYSNTB-UHFFFAOYSA-N,TUAMINOHEPTANE SULFATE,2
CHEMBL1606248,ASTPOGDWGNJVEW-UHFFFAOYSA-N,IRETOL,2
CHEMBL446,ASWVTGNCAZCNNR-UHFFFAOYSA-N,SULFAMETHAZINE,2
CHEMBL244948,ATEFPOUAMCWAQS-UHFFFAOYSA-N,DAPHNETIN,2
CHEMBL1534,AUNGANRZJHBGPY-SCRDCRAPSA-N,RIBOFLAVIN,2
CHEMBL207538,AURFZBICLPNKBZ-SYBPFIFISA-N,ALLOPREGNANOLONE,2
CHEMBL964,AUZONCFQVSMFAP-UHFFFAOYSA-N,DISULFIRAM,2
CHEMBL284028,AVBSIKMUAFYZAV-UHFFFAOYSA-N,"""2,3-DIHYDROXY-6,7-DICHLOROQUINOXALINE""",2
CHEMBL456,AVOLMBLBETYQHX-UHFFFAOYSA-N,ETHACRYNIC ACID,2
CHEMBL607536,AWEFUQDNSBBNCR-UHFFFAOYSA-N,PRENYLETIN,2
CHEMBL738,AWLILQARPMWUHA-UHFFFAOYSA-M,THIOPENTAL SODIUM,2
CHEMBL449209,AXOJRQLKMVSHHZ-UHFFFAOYSA-N,ARECOLINE HYDROBROMIDE,2
CHEMBL3039229,AXXBADPZGFAAHF-ZDUSSCGKSA-N,"""DUARTIN, DIMETHYL ETHER""",2
CHEMBL1200344,AYAPZOUDXCDGIF-FRFVDRIFSA-M,NAFCILLIN SODIUM,2
CHEMBL1059,AYXYPKUFHZROOJ-ZETCQYMHSA-N,PREGABALIN,2
CHEMBL3138699,AZGNIKZHFDJEPU-FRXSAWBWSA-N,,2
CHEMBL1010,AZZMGZXNTDTSME-JUZDKLSSSA-M,CEFOTAXIME SODIUM,2
CHEMBL1200590,BAAVORPTHSKWGJ-UHFFFAOYSA-N,MECLIZINE HYDROCHLORIDE,2
CHEMBL2104837,BALXUFOVQVENIU-GHXDPTCOSA-N,RACEPHEDRINE HYDROCHLORIDE,2
CHEMBL1200724,BALXUFOVQVENIU-KXNXZCPBSA-N,PSEUDOEPHEDRINE HYDROCHLORIDE,2
CHEMBL1234613,BAWFJGJZGIEFAR-NNYOXOHSSA-N,NADIDE,2
CHEMBL93353,BBFQZRXNYIEMAW-UHFFFAOYSA-N,ARISTOLOCHIC ACID,2
CHEMBL294264,BBNQQADTFFCFGB-UHFFFAOYSA-N,PURPURIN,2
CHEMBL3138700,BBSPXZBAZKHYLF-DYKRGSTFSA-N,,2
CHEMBL1599248,BCVIWCRZYPHHMQ-BTJKTKAUSA-N,CLEBOPRIDE MALEATE,2
CHEMBL1200425,BCXCABRDBBWWGY-UHFFFAOYSA-N,PARGYLINE HYDROCHLORIDE,2
CHEMBL3138636,BCYMEDQAEFBAKK-DNJKLLRZSA-N,,2
CHEMBL3039039,BDFCYBFDARSRDM-UHFFFAOYSA-N,"""IRIGENIN, DIBENZYL ETHER""",2
CHEMBL1238,BDJRBEYXGGNYIS-UHFFFAOYSA-N,AZELAIC ACID,2
CHEMBL1200791,BEEDODBODQVSIM-UHFFFAOYSA-N,OXYMETAZOLINE HYDROCHLORIDE,2
CHEMBL2103946,BEIHQVMHCBCSCV-ATOBMAJQSA-N,TROXERUTIN,2
CHEMBL287556,BEJNERDRQOWKJM-UHFFFAOYSA-N,KOJIC ACID,2
CHEMBL42442,BEZZFPOZAYTVHN-UHFFFAOYSA-N,OXFENDAZOLE,2
CHEMBL1559418,BFCBHPPLWHZOIQ-UHFFFAOYSA-N,"""2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE""",2
CHEMBL588119,BFCDFTHTSVTWOG-YLJYHZDGSA-N,SULOCTIDIL,2
CHEMBL2165398,BFLXOMFFVWQPAZ-CEEVVQPDSA-N,PROTOVERATRINE B,2
CHEMBL1200761,BFPSDSIWYFKGBC-UHFFFAOYSA-N,CHLOROTRIANISENE,2
CHEMBL691,BFPYWIDHMRZLRN-SLHNCBLASA-N,ETHINYL ESTRADIOL,2
CHEMBL1200347,BFSMWENDZZIWPW-UHFFFAOYSA-N,ISOPROPAMIDE IODIDE,2
CHEMBL2373853,BFUCTROUWLSVBH-AZEZYXMUSA-N,ANDIROBIN,2
CHEMBL1200604,BGDKAVGWHJFAGW-UHFFFAOYSA-N,TROPICAMIDE,2
CHEMBL24171,BGEBZHIAGXMEMV-UHFFFAOYSA-N,BERGAPTEN,2
CHEMBL26,BGRJTUBHPOOWDU-UHFFFAOYSA-N,SULPIRIDE,2
CHEMBL3039066,BHCBWJBSVOKHRJ-UHFFFAOYSA-N,DEHYDRODIHYDROROTENONE,2
CHEMBL205596,BHQCQFFYRZLCQQ-OELDTZBJSA-N,CHOLIC ACID,2
CHEMBL1200407,BIPVCOUVVAMJMZ-MTTMTQIXSA-N,SPECTINOMYCIN HYDROCHLORIDE,2
CHEMBL426656,BIRBAVBRZJXUON-UHFFFAOYSA-N,,2
CHEMBL1201118,BITQGIOJQWZUPL-PBCQUBLHSA-M,CEFMETAZOLE SODIUM,2
CHEMBL196537,BIWJNBZANLAXMG-UHFFFAOYSA-N,CHLORDANE,2
CHEMBL1200413,BJORNXNYWNIWEY-UHFFFAOYSA-N,TETRAHYDROZOLINE HYDROCHLORIDE,2
CHEMBL1200586,BJPJNTKRKALCPP-UHFFFAOYSA-N,PRILOCAINE HYDROCHLORIDE,2
CHEMBL517040,BJPSSVHNEGMBDQ-NUZBWSBOSA-N,DESACETOXYMATRICARIN,2
CHEMBL232202,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,ARBUTIN,2
CHEMBL1229871,BKMMTJMQCTUHRP-VKHMYHEASA-N,L-ALANINOL,2
CHEMBL2218887,BKPRVQDIOGQWTG-UHFFFAOYSA-N,TRANYLCYPROMINE SULFATE,2
CHEMBL2408677,BKYWAYNSDFXIPL-JWQCQUIFSA-N,EPICATECHIN PENTAACETATE,2
CHEMBL3039154,BKYWAYNSDFXIPL-LOSJGSFVSA-N,CATECHIN PENTAACETATE,2
CHEMBL278172,BLFLLBZGZJTVJG-UHFFFAOYSA-N,BENZOCAINE,2
CHEMBL1709,BLFQGGGGFNSJKA-XHXSRVRCSA-N,SERTRALINE HYDROCHLORIDE,2
CHEMBL31410,BLGXFZZNTVWLAY-DKJBZYCGSA-N,CORYNANTHEINE,2
CHEMBL1256511,BLOIUFYKQCCAGP-UHFFFAOYSA-N,5-AMINOPENTANOIC ACID HYDROCHLORIDE,2
CHEMBL567597,BLUAFEHZUWYNDE-DKGJTOOQSA-N,ARTEMISININ,2
CHEMBL1070,BLXXJMDCKKHMKV-UHFFFAOYSA-N,NABUMETONE,2
CHEMBL1683,BMCQMVFGOVHVNG-TUFAYURCSA-N,HYDROCORTISONE BUTYRATE,2
CHEMBL1452131,BNQYXFAVUMPZFG-XFFZJAGNSA-N,"""LEVULINIC ACID,  3-BENZYLIDENYL-""",2
CHEMBL1644,BOEGTKLJZSQCCD-UEKVPHQBSA-N,CEFADROXIL,2
CHEMBL186141,BOJKULTULYSRAS-OTESTREVSA-N,ANDROGRAPHOLIDE,2
CHEMBL453292,BOKVLBSSPUTWLV-UHFFFAOYSA-N,METHYL COCLAURINE,2
CHEMBL1255739,BONORRGKLJBGRV-UHFFFAOYSA-N,METHAPYRILENE HYDROCHLORIDE,2
CHEMBL427216,BOVGTQGAOIONJV-UHFFFAOYSA-N,GLICLAZIDE,2
CHEMBL1495541,BPGVKIFGOXGHPB-UHFFFAOYSA-N,SERICETIN,2
CHEMBL297362,BPICBUSOMSTKRF-UHFFFAOYSA-N,XYLAZINE,2
CHEMBL1200418,BQKADKWNRWCIJL-UHFFFAOYSA-N,DOBUTAMINE HYDROCHLORIDE,2
CHEMBL3138684,BQPPJGMMIYJVBR-AOWNZFNTSA-N,,2
CHEMBL3138644,BQPPJGMMIYJVBR-VBGFMNGASA-N,,2
CHEMBL1491809,BQPRWZCEKZLBHL-UHFFFAOYSA-N,PIMPINELLIN,2
CHEMBL338802,BRBKOPJOKNSWSG-UHFFFAOYSA-N,SULFAGUANIDINE,2
CHEMBL1413176,BRZANEXCSZCZCI-UHFFFAOYSA-N,NIFENAZONE,2
CHEMBL215226,BRZYSWJRSDMWLG-DJWUNRQOSA-N,GENETICIN,2
CHEMBL1357465,BSEKDHRYMZTILL-UHFFFAOYSA-N,"""2-ETHOXYCARBONYL-2-HYDROXY-5,7-DIMETHOXYISOFLAVANONE""",2
CHEMBL1522104,BSFUDCIRZBAPDS-UHFFFAOYSA-N,ISOKOBUSONE,2
CHEMBL486816,BSWAWVOHMZNXOS-UHFFFAOYSA-N,HARMALOL HYDROCHLORIDE,2
CHEMBL3138710,BSZLLSHGSWKZRE-PYBLIKQVSA-N,,2
CHEMBL96,BTCSSZJGUNDROE-UHFFFAOYSA-N,GAMMA-AMINOBUTYRIC ACID,2
CHEMBL1491875,BTNNPSLJPBRMLZ-GHRIWEEISA-N,BENFOTIAMINE,2
CHEMBL510014,BULVZWIRKLYCBC-UHFFFAOYSA-N,PHORATE,2
CHEMBL3138655,BUVRFGBECZFCRL-QKTIAOELSA-N,,2
CHEMBL1887067,BUYMVQAILCEWRR-UHFFFAOYSA-N,NALED,2
CHEMBL1201124,BWHLPLXXIDYSNW-UHFFFAOYSA-N,KETOROLAC TROMETHAMINE,2
CHEMBL2104111,BWQAGVANIBSWBW-UHFFFAOYSA-M,COTARNINE CHLORIDE,2
CHEMBL383319,BWSHNHONBPSTAX-UHFFFAOYSA-N,,2
CHEMBL1435118,BXJAMTIXSSLKAH-UHFFFAOYSA-N,"""DEOXYSAPPANONE B 7,3'-DIMETHYL ETHER ACETATE""",2
CHEMBL1128,BXKDSDJJOVIHMX-UHFFFAOYSA-N,EDROPHONIUM CHLORIDE,2
CHEMBL77098,BXLAVJWSFYZDPF-UHFFFAOYSA-N,"""3-HYDROXY-3',4'-DIMETHOXYFLAVONE""",2
CHEMBL251680,BXNANOICGRISHX-UHFFFAOYSA-N,COUMAPHOS,2
CHEMBL628,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,PENTOXIFYLLINE,2
CHEMBL429516,BYQDPWAYLMNNKF-UHFFFAOYSA-N,SID103905220,2
CHEMBL380414,BYRKSFDWKSZJPN-UHFFFAOYSA-N,,2
CHEMBL1331521,BZKORUNDAHVLAO-UHFFFAOYSA-N,"""3,6-DIMETHOXYFLAVONE""",2
CHEMBL20,BZKPWHYZMXOIDC-UHFFFAOYSA-N,ACETAZOLAMIDE,2
CHEMBL3138662,CADNMISJDLVPCK-LSDHHAIUSA-N,,2
CHEMBL411066,CAGLGYNQQSIUGX-SDBHATRESA-N,KINETIN RIBOSIDE,2
CHEMBL225111,CAHGCLMLTWQZNJ-BQNIITSRSA-N,LANOSTEROL,2
CHEMBL1159650,CBGUOGMQLZIXBE-XGQKBEPLSA-N,CLOBETASOL PROPIONATE,2
CHEMBL2146063,CBHYYLPALVVVEY-MRFRVZCGSA-N,CHLORTETRACYCLINE HYDROCHLORIDE,2
CHEMBL152028,CBPJQFCAFFNICX-LJQANCHMSA-N,N- (9-FLUORENYLMETHOXYCARBONYL)-L-LEUCINE,2
CHEMBL134570,CBQJSKKFNMDLON-UHFFFAOYSA-N,AFALANINE,2
CHEMBL201407,CCIQUWLWXAHDLL-UHFFFAOYSA-N,,2
CHEMBL3039282,CCIZHVYHJSDEGH-NIIBKWKGSA-N,16-DEOXOMEXICANOLIDE 16-METHYL ETHER,2
CHEMBL3039482,CCOJFDRSZSSKOG-SNVBAGLBSA-N,ANGOLENSIN (R),2
CHEMBL87482,CDFQDLUHBLZCGL-UHFFFAOYSA-N,4-AMINO-3- (5-CHLOROTHIEN-2-YL)BUTANOIC ACID,2
CHEMBL235672,CDOSHBSSFJOMGT-JTQLQIEISA-N,LINALOOL (+),2
CHEMBL3039223,CDSMSBUVCWHORP-QMMMGPOBSA-N,PERILLIC ACID (-),2
CHEMBL308688,CDSSYLTXYXEANW-UHFFFAOYSA-N,"""5,7-DIMETHOXYISOFLAVONE""",2
CHEMBL3138714,CDTMPWYDQKWYFT-KVJCSQEISA-N,,2
CHEMBL3138669,CDTMPWYDQKWYFT-NMEBUNKFSA-N,,2
CHEMBL453087,CFCMMYICHMLDCC-RMIBZTJPSA-N,STREPTOMYCIN SULFATE,2
CHEMBL1230222,CFKMVGJGLGKFKI-UHFFFAOYSA-N,CHLOROCRESOL,2
CHEMBL508102,CFOYWRHIYXMDOT-UHFFFAOYSA-N,CARBIMAZOLE,2
CHEMBL269236,CFTOTSJVQRFXOF-UHFFFAOYSA-N,TRYPTOLINE,2
CHEMBL1201020,CGDDQFMPGMYYQP-UHFFFAOYSA-N,DISOPYRAMIDE PHOSPHATE,2
CHEMBL6,CGIGDMFJXJATDK-UHFFFAOYSA-N,INDOMETHACIN,2
CHEMBL440216,CGUCUSIMRYITTD-UHFFFAOYSA-N,,2
CHEMBL241694,CHNXZKVNWQUJIB-CEGNMAFCSA-N,ETHISTERONE,2
CHEMBL15193,CIEYTVIYYGTCCI-UHFFFAOYSA-N,LAPACHOL,2
CHEMBL3138708,CIWBQSYVNNPZIQ-IOTWMFBVSA-N,,2
CHEMBL196,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,ASCORBATE,2
CHEMBL459,CJCSPKMFHVPWAR-JTQLQIEISA-N,METHYLDOPA,2
CHEMBL2105617,CJDRUOGAGYHKKD-FUIWMBJSSA-N,AJMALINE,2
CHEMBL1487905,CJFQIVAOBBTJCI-UHFFFAOYSA-N,"""2-HYDROXY-3,4-DIMETHOXYBENZOIC ACID""",2
CHEMBL485980,CJGYSWNGNKCJSB-YVLZZHOMSA-N,BUCLADESINE,2
CHEMBL530115,CJJOSEISRRTUQB-UHFFFAOYSA-N,GUTHION,2
CHEMBL431836,CJXMVKYNVIGQBS-OWOJBTEDSA-N,P-HYDROXYCINNAMALDEHYDE,2
CHEMBL1405973,CKSJXOVLXUMMFF-UHFFFAOYSA-N,EXALAMIDE,2
CHEMBL3138646,CLGDBTZPPRVUII-HROONELDSA-N,,2
CHEMBL1204337,CLJHABUMMDMAFA-UHFFFAOYSA-N,NYLIDRIN HYDROCHLORIDE,2
CHEMBL1200558,CLKOFPXJLQSYAH-ABRJDSQDSA-N,BACITRACIN,2
CHEMBL154,CMWTZPSULFXXJA-VIFPVBQESA-N,NAPROXEN,2
CHEMBL1479987,CMXGHLJKXLIMAQ-UHFFFAOYSA-N,TUBAIC ACID,2
CHEMBL1449187,CNDZOPXQZSXGSK-UHFFFAOYSA-N,"""3,7-DIMETHOXYFLAVONE""",2
CHEMBL3039098,CNKBMTKICGGSCQ-ACRUOGEOSA-N,LYSYLPHENYLALANYLTYROSINE,2
CHEMBL3039251,CNSUXOYAIZBGRY-AJTZKIQZSA-N,"""3,16-DIDEOXYMEXICANOLIDE-3BETA-DIOL""",2
CHEMBL3039266,CNSUXOYAIZBGRY-UPGCXNCJSA-N,"""3,16-DIDEOXYMEXICANOLIDE-3ALPHA-DIOL""",2
CHEMBL75267,COCYGNDCWFKTMF-UHFFFAOYSA-N,"""7,8-DIHYDROXYFLAVONE""",2
CHEMBL1449088,COFJZDUAVQUGRU-UHFFFAOYSA-N,2-ISOPRENYL-3-HYDROXY-5-METHYL-A-PYRONE,2
CHEMBL379630,COLNVLDHVKWLRT-MRVPVSSYSA-N,D-PHENYLALANINE,2
CHEMBL820,COVZYZSDYWQREU-UHFFFAOYSA-N,BUSULFAN,2
CHEMBL1516474,CPDDZSSEAVLMRY-FEQFWAPWSA-N,TEGASEROD MALEATE,2
CHEMBL16073,CPJSUEIXXCENMM-UHFFFAOYSA-N,PHENACETIN,2
CHEMBL510139,CQIUKKVOEOPUDV-IYSWYEEDSA-N,CITRININ,2
CHEMBL202879,CQLHRZJFXYZVBO-UHFFFAOYSA-N,,2
CHEMBL242948,CQOVPNPJLQNMDC-ZETCQYMHSA-N,L-CARNOSINE,2
CHEMBL280802,CQRYARSYNCAZFO-UHFFFAOYSA-N,SALICYL ALCOHOL,2
CHEMBL25308,CRDAMVZIKSXKFV-YFVJMOTDSA-N,FARNESOL,2
CHEMBL1200348,CRKGMGQUHDNAPB-UHFFFAOYSA-N,SULCONAZOLE NITRATE,2
CHEMBL468167,CRQQGFGUEAVUIL-UHFFFAOYSA-N,CHLOROTHALONIL,2
CHEMBL3138613,CRTBAVDGJWEWNJ-GKANRWTBSA-M,,2
CHEMBL240963,CSFWPUWCSPOLJW-UHFFFAOYSA-N,LAWSONE,2
