compound_id,standard_inchi_key,compound_name,bioactivities
,IIQIEMHSDLLZQA-HMIWSCSGSA-N,N-BENZOYLSTAUROSPORINE,154
CHEMBL117697,LCYPRFCDTJTQPG-UHFFFAOYSA-N,SID103904646,151
CHEMBL406845,PBBRWFOVCUAONR-UHFFFAOYSA-N,SID103904781,150
CHEMBL565612,OAVGBZOFDPFGPJ-UHFFFAOYSA-N,SOTRASTAURIN,149
CHEMBL483158,ZLHFILGSQDJULK-UHFFFAOYSA-N,ALISERTIB,149
CHEMBL424872,CUIDQTVRAWOMCM-UHFFFAOYSA-N,SID103905191,146
CHEMBL398951,WUBHCQHBUVGGRX-UHFFFAOYSA-N,SID103904813,144
CHEMBL264406,XSHQBIXMLULFEV-UHFFFAOYSA-N,,142
CHEMBL377408,FTIAKTLRFKSDFR-UHFFFAOYSA-N,SID103905185,141
CHEMBL220057,SPMHGQZFMNZCBV-UHFFFAOYSA-N,SID103904333,140
CHEMBL1090356,BFTPDUXUTFGDLP-UHFFFAOYSA-N,SID103904417,139
CHEMBL404367,GEGCXGMFUYJULA-UHFFFAOYSA-N,SID103904339,139
CHEMBL210928,JUKUQWGWZSESAV-UHFFFAOYSA-N,SID103905197,139
CHEMBL271381,PUPCRRRSBUYJAD-UHFFFAOYSA-N,SID103904335,139
CHEMBL259922,VMOVZKURWYNTLN-UHFFFAOYSA-N,SID103905455,139
CHEMBL340921,XOVPCPRZRHQFBI-UHFFFAOYSA-N,SID103905356,139
CHEMBL378627,CSDDCHPGQGWRLI-UHFFFAOYSA-N,SID103905196,138
CHEMBL196363,DZSUJUOJJJCWGG-UHFFFAOYSA-N,SID103904276,138
CHEMBL394619,GMYYMEOGFRKSFS-UHFFFAOYSA-N,SID103904295,138
CHEMBL363648,HEKAIDKUDLCBRU-UHFFFAOYSA-N,SID103905024,138
CHEMBL468280,HXWWNIUEVOHPKT-UHFFFAOYSA-N,SID103905547,138
CHEMBL95692,PDTYLGXVBIWRIM-UHFFFAOYSA-N,SID103905256,138
CHEMBL210963,UIRLFLOVKAOFEX-UHFFFAOYSA-N,SID103905193,138
CHEMBL387971,YACXOXQTGJXYNX-UHFFFAOYSA-N,SID103904812,138
CHEMBL97162,ZQUSFAUAYSEREK-WKILWMFISA-N,SB-239063,138
CHEMBL377383,ZVDDPXIWKBBCQE-UHFFFAOYSA-N,SID103905002,138
CHEMBL583144,DJUSDFVEBBYFFL-UHFFFAOYSA-N,SID103905309,137
CHEMBL497151,KYACBMRLQMEIAI-UHFFFAOYSA-N,SID103905371,137
CHEMBL260135,NPHKXSDZIKFIRU-UHFFFAOYSA-N,SID103905492,137
CHEMBL185569,ZAARMHXLYCHRAK-UHFFFAOYSA-N,SID103904337,137
CHEMBL207400,PAMZHNHIZCTSRT-UHFFFAOYSA-N,SID103905391,136
CHEMBL116070,SPOBBSBKXJKGBG-UHFFFAOYSA-N,SID103905046,136
CHEMBL183844,BOBGABAXWFYHQX-UHFFFAOYSA-N,SID103904360,135
CHEMBL239985,CQFVDHNTTRWVQD-DKXQDJALSA-N,"CIS-1-(3-(BENZYLOXY)PHENYL)-3-(3-(PYRROLIDIN-1-YLMETHYL)CYCLOBUTYL)IMIDAZO[1,5-A]PYRAZIN-8-AMINE",135
CHEMBL211378,KTQYQHLIMZOBSM-UHFFFAOYSA-N,SID103904365,135
CHEMBL371206,NWAUBAGBGOPJLF-UHFFFAOYSA-N,SID103904294,135
CHEMBL519697,AOFJRBMLTUGMMP-UHFFFAOYSA-N,SID103905077,134
CHEMBL482967,GPSZYOIFQZPWEJ-UHFFFAOYSA-N,SID103904403,134
CHEMBL481491,ITAJXWHXKVYGCF-UHFFFAOYSA-N,SID103905430,134
CHEMBL262433,QKPLUKMJEKRAJD-UHFFFAOYSA-N,SID103904346,134
CHEMBL231209,RIUZPIBUSOHUKF-UHFFFAOYSA-N,SID103904347,134
CHEMBL394790,UWDBNTXEKYRMSG-UHFFFAOYSA-N,SID103904359,134
CHEMBL184847,VCSQVKQFGYRGEH-UHFFFAOYSA-N,SID103904377,134
CHEMBL573108,ZNSULAZTNWFKEW-UHFFFAOYSA-N,,134
CHEMBL213505,ZXLFIHLBHMLHFJ-UHFFFAOYSA-N,SID103904357,134
CHEMBL272453,BHSOPYVVEZFHDB-UHFFFAOYSA-N,SID103904857,133
CHEMBL41783,KPVCGFZWGAYXMV-UHFFFAOYSA-N,SID103905385,133
CHEMBL508928,ZGDSBEUMPIMXBM-UHFFFAOYSA-N,SID103904288,133
CHEMBL17370,ZPXPEKQMLOAPLT-UHFFFAOYSA-N,SID103905410,133
CHEMBL484390,SUULIUKTZNKMMB-UHFFFAOYSA-N,SID103905078,132
CHEMBL316264,UPYHVTCMTMZKAX-UHFFFAOYSA-N,SID103905184,132
CHEMBL45177,FDVSOQRNTAPCHB-YHBQERECSA-N,"7-[4-(4-METHYL-PIPERAZIN-1-YL)-CYCLOHEXYL]-5-(4-PHENOXY-PHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YLAMINE",131
CHEMBL491758,IOBVCHJTLVPPBR-UHFFFAOYSA-N,SID103904610,131
CHEMBL411903,QONPPIZSNSSCSK-UHFFFAOYSA-N,SID103905219,131
CHEMBL148333,PJWUXKNZVMEPPH-UHFFFAOYSA-N,,129
CHEMBL1091644,PKCDDUHJAFVJJB-VLZXCDOPSA-N,LINSITINIB,128
CHEMBL526133,UXUQVXDYXKMCGA-UHFFFAOYSA-N,SID103904527,128
CHEMBL539474,JCFJQIHDZHHMQT-UHFFFAOYSA-N,SID103904913,127
CHEMBL243088,LYNBNVBMAGDJRW-UHFFFAOYSA-N,SID103904594,127
CHEMBL396523,GCBJDOWIQHMCMR-UHFFFAOYSA-N,SID103904593,126
CHEMBL246159,TUJUZVJICDSNLY-OKILXGFUSA-N,"N2-(2-CHLOROBENZYL)-N4-(((1S,4S)-4-(AMINOMETHYL)CYCLOHEXYL)METHYL)-5-NITROPYRIMIDINE-2,4-DIAMINE",126
CHEMBL210887,VBIYDORVDCFKHM-UHFFFAOYSA-N,SID103905079,126
CHEMBL220241,YOVNFNXUCOWYSG-UHFFFAOYSA-N,GSK-269962A,126
CHEMBL340384,CLRFYTGANQZOBS-UHFFFAOYSA-N,SID103905354,125
CHEMBL244378,YMIJUBCSOKSFRU-UHFFFAOYSA-N,SID103904604,125
CHEMBL474432,JAMDNXUAYUHJLJ-UHFFFAOYSA-N,SID103905428,124
CHEMBL541400,SPMFEULFGGPQLN-UHFFFAOYSA-N,BAY-613606,124
CHEMBL226471,XJJYJNMNYDNXNO-UHFFFAOYSA-N,SID103904965,121
CHEMBL1090360,XKZQZMSAWVDRSP-UHFFFAOYSA-N,SID103904420,121
CHEMBL392642,UVZVWLFSZNPMBS-UHFFFAOYSA-N,SID103905471,120
CHEMBL212299,ADMFLILDQJSEIK-HAQNSBGRSA-N,"TRANS-N1-(4-(1H-PYRROLO[2,3-B]PYRIDIN-3-YL)PYRIMIDIN-2-YL)CYCLOHEXANE-1,4-DIAMINE",119
CHEMBL248757,AZTMYWWWILJAKW-UHFFFAOYSA-N,SID103905151,119
CHEMBL223367,GHPFSYCYZJKVDZ-UHFFFAOYSA-N,KINOME_2917,119
CHEMBL514499,JSKUWFIZUALZLX-UHFFFAOYSA-N,GW843682X,119
CHEMBL223460,QTQUAHGXBLFSCH-UHFFFAOYSA-N,SID103905152,119
CHEMBL249282,SRROIPFGGDHJCJ-UHFFFAOYSA-N,SID103904817,119
CHEMBL379835,NLNVCPSZHKGGDI-UHFFFAOYSA-N,SID103905221,116
CHEMBL208637,DXAJWOOLPAIVJG-UHFFFAOYSA-N,SID103905194,106
CHEMBL127898,AXIVWWPYPSYJLD-UHFFFAOYSA-N,SID103905591,105
CHEMBL52387,BTIHMVBBUGXLCJ-UHFFFAOYSA-N,(RS)-ROSCOVITINE,105
CHEMBL1171837,PHXJVRSECIGDHY-UHFFFAOYSA-N,PONATINIB,98
CHEMBL461876,WHVFDYQCAMPLMS-UHFFFAOYSA-N,SID103904637,90
CHEMBL485556,IMLXFZLHOPEBPM-UHFFFAOYSA-N,SID103905075,81
CHEMBL437747,UQFRSHRWRKYNDE-UHFFFAOYSA-N,SID103905437,81
CHEMBL362558,HRJWTAWVFDCTGO-UHFFFAOYSA-N,SID103905564,80
CHEMBL178737,INJUVNWOFHYUIN-UHFFFAOYSA-N,SID103905565,80
CHEMBL399021,LSFLAQVDISHMNB-AFARHQOCSA-N,SID164339439,80
CHEMBL413779,BQPLWJRDSDNGNE-UHFFFAOYSA-N,SID103905149,79
CHEMBL415049,GBJVVSCPOBPEIT-UHFFFAOYSA-N,SID103905346,79
CHEMBL590109,JPOSFPUHBHRUAX-UHFFFAOYSA-N,SID103904961,79
CHEMBL504950,JZSWBZHJDCDLHK-UHFFFAOYSA-N,SID103905425,79
CHEMBL375284,PJSBFZAYJQMORO-UHFFFAOYSA-N,SID103904328,79
CHEMBL209534,SZBUKBINUVLFEL-UHFFFAOYSA-N,SID103904794,79
CHEMBL219722,UXMNYFJHEBEDJS-UHFFFAOYSA-N,SID103904370,79
CHEMBL373598,YQKSNDNARJQAHP-UHFFFAOYSA-N,SID103905148,79
CHEMBL223257,ZHRYDDVDLCQYQA-UHFFFAOYSA-N,SID103905153,79
CHEMBL336961,NTSBZVCEIVPKBJ-UHFFFAOYSA-N,AZAKENPAULLONE,78
CHEMBL207995,YTIZDTKSGSSUMG-UHFFFAOYSA-N,SID103904885,78
CHEMBL507936,FJZXDUKUMALHNP-UHFFFAOYSA-N,SID103904369,77
CHEMBL260092,FQYLJBVSYHZWLT-UHFFFAOYSA-N,SID103904742,77
CHEMBL1164180,LJKJYKWDLJUZHA-UHFFFAOYSA-N,SID103905574,76
CHEMBL197603,ZMNWFTYYYCSSTF-SOAUALDESA-N,A-770041,76
CHEMBL189963,AHJRHEGDXFFMBM-UHFFFAOYSA-N,PALBOCICLIB,75
CHEMBL379975,DPEXRCOBPACFOO-UHFFFAOYSA-N,SID103905557,74
CHEMBL210032,GTMGQYXCPKUZAD-UHFFFAOYSA-N,SID103905188,74
CHEMBL49120,IFPPYSWJNWHOLQ-UHFFFAOYSA-N,SID103905313,74
CHEMBL1794051,UFKSWYKDQZBJTH-UHFFFAOYSA-N,,74
CHEMBL186526,PYEFPDQFAZNXLI-UHFFFAOYSA-N,,73
CHEMBL269538,BXNJHAXVSOCGBA-UHFFFAOYSA-N,HARMINE,72
CHEMBL79004,JZRMBDHPALEPDM-UHFFFAOYSA-N,,71
CHEMBL265470,WNRSTFUVBWNELX-UHFFFAOYSA-N,,71
CHEMBL515414,IKLGYJACVCXYIL-UHFFFAOYSA-N,,70
CHEMBL193093,BMUACLADCKCNKZ-UHFFFAOYSA-N,,69
CHEMBL523823,HNODKCFEFLQKBO-UHFFFAOYSA-N,SID103905546,69
CHEMBL274654,NHFDRBXTEDBWCZ-ZROIWOOFSA-N,,69
CHEMBL202721,OGNYUTNQZVRGMN-UHFFFAOYSA-N,ZM-447439,69
CHEMBL207253,APAXIHMQFUOISM-UHFFFAOYSA-N,SID103905545,67
CHEMBL12014,PSFDQSOCUJVVGF-UHFFFAOYSA-N,HARMAN,67
CHEMBL340807,RERZNCLIYCABFS-UHFFFAOYSA-N,HARMALINE,67
CHEMBL101311,GNLAGGCSJGJECE-UHFFFAOYSA-N,SID103905214,66
CHEMBL451964,IRFDEDLBWHFGGS-UHFFFAOYSA-N,SID103905360,66
CHEMBL242865,MHWHPWMWKYXCRJ-UHFFFAOYSA-N,SID103904590,66
CHEMBL406821,AWDORCFLUJZUQS-ZDUSSCGKSA-N,,65
CHEMBL1233654,BDVFVCGFMNCYPV-NSHDSACASA-N,,65
CHEMBL34241,DEZFNHCVIZBHBI-ZHACJKMWSA-N,ROTTLERIN,65
CHEMBL6291,DSXXEELGXBCYNQ-UHFFFAOYSA-N,BISINDOLYLMALEIMIDE IX,65
CHEMBL573107,DTEKTGDVSARYDS-UHFFFAOYSA-N,,65
CHEMBL34704,DVEXZJFMOKTQEZ-JYFOCSDGSA-N,,65
CHEMBL102714,JCSGFHVFHSKIJH-UHFFFAOYSA-N,SB-216763,65
CHEMBL489157,OGKYMFFYOWUTKV-UHFFFAOYSA-N,,65
CHEMBL574737,PBCZSGKMGDDXIJ-KRUBCLEUSA-N,(7S)-HYDROXYL-STAUROSPORINE,65
CHEMBL322970,PQCXVIPXISBFPN-UHFFFAOYSA-N,,65
CHEMBL129177,RHVPEFQDYMMNSY-UHFFFAOYSA-N,HARMALOL,65
CHEMBL540501,RWSLRBMFXSJOPG-IGXPJQGBSA-N,,65
CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,PD-0325901,65
CHEMBL240954,SXOZSDJHGMAEGZ-IGKKHSBFSA-N,,65
CHEMBL608532,ZHEHVZXPFVXKEY-MWOZDUBJSA-N,,65
CHEMBL440084,FHYUGAJXYORMHI-UHFFFAOYSA-N,SB-431542,62
CHEMBL235157,NVINUNQBDNEMSY-UHFFFAOYSA-N,SID103905635,61
CHEMBL262623,WNTAZUFBXXQBAO-UHFFFAOYSA-N,SID103905508,57
CHEMBL289959,MTSNDBYBIZSILH-UHFFFAOYSA-N,SID103905123,55
CHEMBL1164265,DLWMVUDMPMKGEE-UHFFFAOYSA-N,SID103905575,54
CHEMBL385478,JMHQUQCLIVNTHT-UHFFFAOYSA-N,SID103904205,36
CHEMBL1980995,HKSZLNNOFSGOKW-UHFFFAOYSA-N,STAUROSPORINE,35
CHEMBL538346,XSQMYBFFYPTMFE-UHFFFAOYSA-N,PI-103,35
CHEMBL243298,DTMZXHDQZQLTHA-UHFFFAOYSA-N,SID103904614,33
CHEMBL576113,LVUBFHBEMVTCJQ-UHFFFAOYSA-N,SID103905072,27
CHEMBL202635,MJMWZFLAXXUPEE-UHFFFAOYSA-N,SID103905157,27
CHEMBL1513201,ABQMPFKFBYVSKA-UHFFFAOYSA-N,,26
CHEMBL3108781,UTHVSBDCNLCZHF-UHFFFAOYSA-N,,26
CHEMBL3110357,ZACGKNYCBHUCNI-UHFFFAOYSA-N,,26
CHEMBL3108806,PMYGONIFXBXQCE-UHFFFAOYSA-N,,25
CHEMBL536151,CHILCFMQWMQVAL-UHFFFAOYSA-N,SID103904747,23
CHEMBL354676,GWEHVDNNLFDJLR-UHFFFAOYSA-N,DIPHENYLUREA,23
CHEMBL273187,LYHDXABKNJMNEZ-UHFFFAOYSA-N,SID103904376,23
CHEMBL3110353,APJDTDALQSVARU-UHFFFAOYSA-N,,21
CHEMBL3108800,MYFFGZYMLKZBPZ-UHFFFAOYSA-N,,21
CHEMBL3108803,RHPSSUMJYGAMNR-UHFFFAOYSA-N,,21
CHEMBL3108801,WLUMGCPGWDQOSB-UHFFFAOYSA-N,,21
CHEMBL1908842,GUBJNPWVIUFSTR-UHFFFAOYSA-N,SB-203580,17
CHEMBL3110362,AJKBVIQLEWDYEF-UHFFFAOYSA-N,,16
CHEMBL3110366,BNQATIQUTRDHJB-UHFFFAOYSA-N,,16
CHEMBL3108798,BSLULYRLQLLQKF-UHFFFAOYSA-N,,16
CHEMBL3110354,BYMHKTVWKUOXOH-UHFFFAOYSA-N,,16
CHEMBL3110363,DNXSPHDLFXTFKQ-UHFFFAOYSA-N,,16
CHEMBL3110359,DUHVPZITTCDBTI-UHFFFAOYSA-N,,16
CHEMBL3110365,GJBICQWMCCGIGR-UHFFFAOYSA-N,,16
CHEMBL3110367,HINIDUKBFHUBND-UHFFFAOYSA-N,,16
CHEMBL3108804,IWZJZQBREKMRMD-UHFFFAOYSA-N,,16
CHEMBL3110364,KFARLCPAULLYTH-UHFFFAOYSA-N,,16
CHEMBL3108802,KYUOSUSWJMMNLI-UHFFFAOYSA-N,,16
CHEMBL3110361,MAXLMQUEXPCEAZ-UHFFFAOYSA-N,,16
CHEMBL1341841,MVSPLLWBUITGNJ-UHFFFAOYSA-N,,16
CHEMBL3108799,OEVSPODZOVERHK-UHFFFAOYSA-N,,16
CHEMBL3108807,OLSJQVBZTVUOMB-UHFFFAOYSA-N,,16
CHEMBL3110368,PJLRUDRKRLZBPF-UHFFFAOYSA-N,,16
CHEMBL3108809,PLCXTSXIDWOWQR-UHFFFAOYSA-N,,16
CHEMBL1348993,PNDBNEFDDWKYDD-UHFFFAOYSA-N,,16
CHEMBL1483537,QPXMSMPFOPOBCW-UHFFFAOYSA-N,,16
CHEMBL49642,SOLIIYNRSAWTSQ-UHFFFAOYSA-N,INDIBULIN,16
CHEMBL3108808,UCNWYQMJWBSZFZ-UHFFFAOYSA-N,,16
CHEMBL3108797,UXURDGOXWKPPBH-UHFFFAOYSA-N,,16
CHEMBL3110369,UZYQLSIWIVGPEQ-UHFFFAOYSA-N,,16
CHEMBL3110356,VQRKFYUTZAQTRF-UHFFFAOYSA-N,,16
CHEMBL3110358,YEUSLBLMDGXHPS-UHFFFAOYSA-N,,16
CHEMBL3110355,YWKGGSJBLDHNJY-UHFFFAOYSA-N,,16
CHEMBL3108805,ZWNILHFNCJYVIW-UHFFFAOYSA-N,,16
CHEMBL3110360,ZZCDAUBASWQGHG-UHFFFAOYSA-N,,16
CHEMBL1241481,LVOBTCONHRNJJA-UHFFFAOYSA-N,,15
CHEMBL1240554,AAHKGRWRYBCWDL-UHFFFAOYSA-N,,14
CHEMBL1242472,AMERZUAKIAGPBA-UHFFFAOYSA-N,,14
CHEMBL1241490,AULCRCVNIWNUTH-UHFFFAOYSA-N,,14
CHEMBL1242288,BJNPYRHGWJVECX-SNVBAGLBSA-N,,14
CHEMBL1242026,BTIKYUUNPGWLNG-UHFFFAOYSA-N,,14
CHEMBL1242112,BZYKWEQWEPHEQZ-UHFFFAOYSA-N,,14
CHEMBL1242111,CHPHDLQQSCKHOK-UHFFFAOYSA-N,,14
CHEMBL1242752,CIRFQCDQKJVIFC-UHFFFAOYSA-N,,14
CHEMBL1242290,CJFWNLXLAAHQJY-UHFFFAOYSA-N,,14
CHEMBL1242377,CJMMCIXRPVLDBH-UHFFFAOYSA-N,,14
CHEMBL1241768,COAQRADEUYYCDG-SECBINFHSA-N,,14
CHEMBL1241678,COAQRADEUYYCDG-VIFPVBQESA-N,,14
CHEMBL1241492,CYKWMIZUFXPHFW-UHFFFAOYSA-N,,14
CHEMBL1241675,DTUMIKLOEHJGJT-UHFFFAOYSA-N,,14
CHEMBL1242847,DUPSNQFPAJUAKA-UHFFFAOYSA-N,,14
CHEMBL1242028,DYEJYFAQYRMVFS-UHFFFAOYSA-N,,14
CHEMBL1242853,FASPJDRKOSUHHS-UHFFFAOYSA-N,,14
CHEMBL1242024,FAWGCSGOLCHXBH-UHFFFAOYSA-N,,14
CHEMBL1242658,FHNLPTRXVQOXQO-SECBINFHSA-N,,14
CHEMBL1242657,FHNLPTRXVQOXQO-VIFPVBQESA-N,,14
CHEMBL1242201,FRKWMLCUONAHJH-UHFFFAOYSA-N,,14
CHEMBL1242200,FXCRGRHHHOSJRE-UHFFFAOYSA-N,,14
CHEMBL1242569,GGBQGMRDBYCCLW-UHFFFAOYSA-N,,14
CHEMBL1241271,GRWJFKQBVQNWQW-UHFFFAOYSA-N,,14
CHEMBL1241773,GZMVQSNFLJUEMM-UHFFFAOYSA-N,,14
CHEMBL1242659,HKWNGVFHUCRTTQ-UHFFFAOYSA-N,,14
CHEMBL1242289,HVUAYFFHDRNLOX-UHFFFAOYSA-N,,14
CHEMBL1241769,IBSCAHNKEHRFKF-UHFFFAOYSA-N,,14
CHEMBL1241482,ICPHLXAHKNXIGM-UHFFFAOYSA-N,,14
CHEMBL1241946,ILURHKUMGMVIKK-UHFFFAOYSA-N,,14
CHEMBL1241491,IVPZQVJSLCFTTO-UHFFFAOYSA-N,,14
CHEMBL1242199,IWGLXKVBQSBQMC-UHFFFAOYSA-N,,14
CHEMBL1242845,IYVUNPAVFASLSV-UHFFFAOYSA-N,,14
CHEMBL1242662,JCMWWPAJCOQLAF-UHFFFAOYSA-N,,14
CHEMBL1241485,JDOVRLNHIYWZKZ-UHFFFAOYSA-N,,14
CHEMBL1241684,JDRPVJJOYKLLFH-UHFFFAOYSA-N,,14
CHEMBL1241947,JFJRIADKVAOEDG-UHFFFAOYSA-N,,14
CHEMBL1242757,JSXBAKOSLFZFQZ-UHFFFAOYSA-N,,14
CHEMBL1242753,KIWLNXLVLDAZRB-UHFFFAOYSA-N,,14
CHEMBL1241241,KLQFKOVDEHUNHU-UHFFFAOYSA-N,,14
CHEMBL1242378,KLQFQJDEPBUNAK-SSDOTTSWSA-N,,14
CHEMBL1242468,KLQFQJDEPBUNAK-ZETCQYMHSA-N,,14
CHEMBL1242029,KOICAHGTHMWKIZ-UHFFFAOYSA-N,,14
CHEMBL1242114,KUUKOPMICNKRGE-UHFFFAOYSA-N,,14
CHEMBL1242203,LBRPXBJBDBBMNZ-UHFFFAOYSA-N,,14
CHEMBL1242660,LCQAIZAFSOZWRC-UHFFFAOYSA-N,,14
CHEMBL1241588,LMVAHLFZGWUGNF-UHFFFAOYSA-N,,14
CHEMBL1241587,LNWUSIFVARIMOH-UHFFFAOYSA-N,,14
CHEMBL1241583,LQUXOZIJMPWQAA-UHFFFAOYSA-N,,14
CHEMBL1242758,LXWKVQVKYRGEKE-UHFFFAOYSA-N,,14
CHEMBL1242656,MBPKPSDAPFPECJ-UHFFFAOYSA-N,,14
CHEMBL1242198,MJALZBJFTIQSSR-UHFFFAOYSA-N,,14
CHEMBL1241483,MNJNKKYCZKBVRY-UHFFFAOYSA-N,,14
CHEMBL1242848,MPUATQFVQOUAJF-UHFFFAOYSA-N,,14
CHEMBL1242295,MRCFTWAYZAHAFA-UHFFFAOYSA-N,,14
CHEMBL1242749,MRZVUZUMBCEAGI-SECBINFHSA-N,,14
CHEMBL1242748,MRZVUZUMBCEAGI-VIFPVBQESA-N,,14
CHEMBL1241858,MVFQHVQABARLKS-UHFFFAOYSA-N,,14
CHEMBL1241579,NVHKWMBHTXQWRP-SSDOTTSWSA-N,,14
CHEMBL1240544,NVHKWMBHTXQWRP-ZETCQYMHSA-N,,14
CHEMBL1241582,ONSFTNRYQCNAAD-UHFFFAOYSA-N,,14
CHEMBL1242380,ORVLOIUKTHUQPU-JTQLQIEISA-N,,14
CHEMBL1242852,PFRDPPRTLFHGLR-UHFFFAOYSA-N,,14
CHEMBL1240545,PJWDSDGNSMGWKJ-UHFFFAOYSA-N,,14
CHEMBL1242294,PNEGWAQERPTPDN-UHFFFAOYSA-N,,14
CHEMBL1242568,PQRFMBAACAPZPP-UHFFFAOYSA-N,,14
CHEMBL1242113,QOYOSSAKTDDRJV-UHFFFAOYSA-N,,14
CHEMBL1241300,QPZURRPXZSPBJE-UHFFFAOYSA-N,,14
CHEMBL1242285,QYPSALIXKCRYNZ-UHFFFAOYSA-N,,14
CHEMBL1242202,RHFWTFDTRBFIHU-UHFFFAOYSA-N,,14
CHEMBL1242110,RXNGGTYNZUEFOM-UHFFFAOYSA-N,,14
CHEMBL1241943,TXZDVQGUIJKUMP-UHFFFAOYSA-N,,14
CHEMBL1241391,UAKWDILRCZKWFX-UHFFFAOYSA-N,,14
CHEMBL1241677,UBJGLXSFXKIIFY-SECBINFHSA-N,,14
CHEMBL1241676,UDUPSRWUDACGIS-UHFFFAOYSA-N,,14
CHEMBL1240553,ULLIAFSPUSWCIL-UHFFFAOYSA-N,,14
CHEMBL1242844,UUXPLQHZTQRNPY-UHFFFAOYSA-N,,14
CHEMBL1242471,UVDQTDYLJGKKKD-UHFFFAOYSA-N,,14
CHEMBL1241945,VBUMOGXFBGYXDV-UHFFFAOYSA-N,,14
CHEMBL1242031,WDMOOFMBMGLZGY-UHFFFAOYSA-N,,14
CHEMBL1241767,WFSLJOPRIJSOJR-UHFFFAOYSA-N,,14
CHEMBL1242115,WGYPOAXANMFHMT-UHFFFAOYSA-N,,14
CHEMBL1241859,WXCKXLFOEBUZDO-UHFFFAOYSA-N,,14
CHEMBL1241770,YJNVZAXZUDOAAI-UHFFFAOYSA-N,,14
CHEMBL1242109,YKDLGDBIORZVLP-UHFFFAOYSA-N,,14
CHEMBL1241484,ZBTLTVIYBHYEHL-UHFFFAOYSA-N,,14
CHEMBL1241390,ZGFXAJBFDCMHTM-UHFFFAOYSA-N,,14
CHEMBL1241487,ZHBTZVAVYLOIKW-UHFFFAOYSA-N,,14
CHEMBL1242032,ZNAZTNSMMJFJLP-UHFFFAOYSA-N,,14
CHEMBL1241581,ZTQOHJNXDAUMOA-UHFFFAOYSA-N,,14
CHEMBL1241270,ZTWYTYUOHYGWSG-UHFFFAOYSA-N,,14
CHEMBL1242751,ZXLCCABWVQDAOS-UHFFFAOYSA-N,,14
CHEMBL1241774,AGEIBLLCZVGHLI-UHFFFAOYSA-N,,13
CHEMBL1242025,AZHCLYPIUAUSQD-UHFFFAOYSA-N,,13
CHEMBL1241439,CDJSZJDGHKEHCW-UHFFFAOYSA-N,,13
CHEMBL1241860,CMUZPNXYCOKJJJ-UHFFFAOYSA-N,,13
CHEMBL1241861,CNWAVQYSQHXMCH-UHFFFAOYSA-N,,13
CHEMBL1242470,DAXOOIRHYYCDDH-UHFFFAOYSA-N,,13
CHEMBL1241681,DBZCDBKTCUKQPQ-UHFFFAOYSA-N,,13
CHEMBL1241944,DHYADLCEAXMYPS-UHFFFAOYSA-N,,13
CHEMBL1241864,DSVSJEPFPNNSGX-UHFFFAOYSA-N,,13
CHEMBL1241586,DUQGHTXMYYQABR-UHFFFAOYSA-N,,13
CHEMBL1242755,FVPBLAKABVRLRX-UHFFFAOYSA-N,,13
CHEMBL1242034,GDPCGYDMVIPGLD-UHFFFAOYSA-N,,13
CHEMBL1242846,GTXKSDZLEOURPP-UHFFFAOYSA-N,,13
CHEMBL1242119,HFBMCRRHMRLGSA-UHFFFAOYSA-N,,13
CHEMBL1242754,HGALDAPNHYJZAJ-UHFFFAOYSA-N,,13
CHEMBL1242030,HMKCVXALDWCZFL-UHFFFAOYSA-N,,13
CHEMBL374044,HQPNLIKXAPLWBQ-UHFFFAOYSA-N,SID103904372,13
CHEMBL1242287,HRRMXIICSWVXIS-UHFFFAOYSA-N,,13
CHEMBL1242663,ICDLHJHOKRQIIV-UHFFFAOYSA-N,,13
CHEMBL1242117,IXPOSFVTGQUOAI-UHFFFAOYSA-N,,13
CHEMBL1242286,JSGRAJRLMWHOTJ-UHFFFAOYSA-N,,13
CHEMBL1241486,KAANTKMOHHINMM-UHFFFAOYSA-N,,13
CHEMBL1242209,KFBBXKBRSICFJT-UHFFFAOYSA-N,,13
CHEMBL1241771,KKPLVYMQNDOYMQ-UHFFFAOYSA-N,,13
CHEMBL1242293,KTTGLAHMSDMRLJ-UHFFFAOYSA-N,,13
CHEMBL1242566,KUMLEJXITHSWSP-UHFFFAOYSA-N,,13
CHEMBL1242385,LQIVXZFCXIBJSU-UHFFFAOYSA-N,,13
CHEMBL1242376,LVUGPVDXTSJQQD-UHFFFAOYSA-N,,13
CHEMBL1241299,MFRGGAROFRXKRT-UHFFFAOYSA-N,,13
CHEMBL1242207,MLYMHKQJJPVNAP-UHFFFAOYSA-N,,13
CHEMBL1242208,MONJJHLZSIEMDE-UHFFFAOYSA-N,,13
CHEMBL1241950,NRZFXYCLDSAYDI-UHFFFAOYSA-N,,13
CHEMBL1241862,NZELPIPZPVLYLT-UHFFFAOYSA-N,,13
CHEMBL1241775,OLYMWYHESNHWOK-UHFFFAOYSA-N,,13
CHEMBL1242381,ORVLOIUKTHUQPU-SNVBAGLBSA-N,,13
CHEMBL1242665,PBWTXSSLHGGJBR-UHFFFAOYSA-N,,13
CHEMBL1240565,PGXQNHGXDFCMOJ-UHFFFAOYSA-N,,13
CHEMBL1242572,PSYXHVWBVRRNHD-UHFFFAOYSA-N,,13
